REGIÃO;ESTADO;NOME;CODIGO;LATITUDE;LONGITUDE;ALTITUDE;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
CO;MT;TANGARA DA SERRA;A902;-14.65;-57.43166666;440.01;;;0.0575342465753424;0.3835616438356164;0.0109289617486338;0.0136986301369863;0.010958904109589;0.0;0.0;0.5917808219178082;0.2246575342465753;0.2904109589041095;0.0;0.0383561643835616;0.1452054794520547;0.0027397260273972;0.1530054644808743;0.1616438356164383;0.3753424657534246;0.0;0.1038251366120218;1.0
SE;SP;LINS;A727;-21.66611111;-49.73472221;460.65;;;;;;;0.021917808219178;0.010958904109589;0.0;0.0;0.0328767123287671;0.0;0.0109289617486338;0.0;0.0;0.1342465753424657;0.0;0.0;0.0191780821917808;0.1315068493150684;0.0136612021857923;0.6465753424657534
S;PR;ICARAIMA;A824;-23.39027777;-53.63583333;381.29;;;;;;;0.0;0.0082191780821917;0.0;0.0;0.0;0.0164383561643835;0.0;0.0082191780821917;0.0328767123287671;0.0931506849315068;0.1010928961748633;0.0273972602739726;0.0;0.2;0.3114754098360656;1.0
SE;ES;ECOPORANGA;A631;-18.29138888;-40.73638888;224.0;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0328767123287671
S;RS;SANTANA DO LIVRAMENTO;A804;-30.75055555;-55.40138888;196.0;;0.0082191780821917;0.1150684931506849;0.1260273972602739;0.0;0.0410958904109589;0.0547945205479452;0.0684931506849315;0.0382513661202185;0.0;0.0;0.0;0.0;0.0958904109589041;1.0;1.0;0.592896174863388;0.1095890410958904;0.0;0.0;0.1639344262295081;0.2575342465753424
N;TO;COLINAS DO TOCANTINS;A049;-8.092708;-48.478605;200.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.1424657534246575;0.0;0.0246575342465753
NE;PB;AREIA;A310;-6.975451;-35.718128;573.45;;;;;0.0382513661202185;0.010958904109589;0.0136986301369863;0.0;0.0;0.0;0.0;0.0;0.0;0.0164383561643835;0.0;0.2712328767123287;0.0;0.0027397260273972;0.0383561643835616;0.0;0.0;0.0
S;SC;URUSSANGA;A814;-28.53249999;-49.31527777;40.56;;;;;;;;;0.0;0.0;0.0;0.084931506849315;0.0;0.0;0.0;0.0082191780821917;0.0;0.273972602739726;0.0;0.5671232876712329;0.0601092896174863;0.084931506849315
S;RS;CANELA;A879;-29.36888888;-50.82722221;830.93;;;;;;;;;0.0327868852459016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1041095890410958;0.0;0.0;0.0;0.0
N;AM;BOCA DO ACRE;A110;-8.77666666;-67.33249999;111.98;;;;;;;;;0.0027322404371584;0.0;0.0;0.0;0.0027322404371584;0.0;0.0;0.4465753424657534;0.221311475409836;0.0;0.0;0.0;0.9398907103825136;1.0
NE;BA;EUCLIDES DA CUNHA;A442;-10.537233;-38.996605;431.96;;;;;;;;;0.1038251366120218;0.0;0.0;0.0;0.0;0.0246575342465753;0.0;0.0;0.0;0.0054794520547945;0.0301369863013698;0.0;0.0027322404371584;0.0301369863013698
NE;MA;CHAPADINHA;A206;-3.74277777;-43.35222222;104.0;;;;;;;;;0.0027322404371584;0.0;0.0;0.0;0.0;0.0;0.0191780821917808;0.4821917808219178;0.0;0.073972602739726;0.0;0.0;0.726775956284153;1.0
SE;MG;SAO ROMAO;A547;-16.362747;-45.123801;490.29;;;;;;;;0.0082191780821917;0.0;0.0;0.0054794520547945;0.0;0.0;0.0383561643835616;0.0;0.0986301369863013;0.0;0.0;0.0;0.0;0.5191256830601093;0.0
SE;SP;BAURU;A705;-22.358052;-49.028877;636.17;;0.0;0.273972602739726;0.0794520547945205;0.6967213114754098;0.0246575342465753;0.0136986301369863;0.0;0.0;0.5452054794520548;0.1123287671232876;0.0;0.0;0.1972602739726027;0.1068493150684931;0.0;0.0;0.0;0.0054794520547945;0.0;0.0;0.0
CO;MS;AQUIDAUANA;A719;-20.47555554;-55.78388888;151.35;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0081967213114754;0.0;0.663013698630137;0.1561643835616438;0.0;0.010958904109589;0.0;0.2246575342465753;0.7459016393442623;0.8986301369863013
S;SC;CACADOR;A859;-26.819156;-50.98552;944.26;;;;;;;;;0.0;0.0;0.0;0.0;0.0573770491803278;0.0;0.0;0.0356164383561643;0.0;0.0;0.0;0.0;0.0;0.0
CO;GO;CAIAPONIA;A023;-16.96694443;-51.81749999;740.1;;;;;;;;0.0082191780821917;0.0054644808743169;0.0;0.0;0.0;0.180327868852459;0.0;0.0;0.0082191780821917;0.0;0.0164383561643835;0.0;0.0;0.0;0.0465753424657534
SE;ES;AFONSO CLAUDIO;A657;-20.10416666;-41.10694444;507.48;;;;;;;;;;;;0.010958904109589;0.0;0.0;0.0;0.0;0.1475409836065573;0.0;0.1150684931506849;0.0;0.5300546448087432;0.1342465753424657
CO;MT;ALTA FLORESTA;A924;-10.07722221;-56.17916666;291.85;;;;;;;;0.2630136986301369;0.0054644808743169;0.2821917808219178;0.0;0.1506849315068493;0.1147540983606557;0.0;0.0;0.147945205479452;0.0;0.1342465753424657;0.3835616438356164;0.0;0.4153005464480874;1.0
S;RS;PASSO FUNDO;A839;-28.226805;-52.403582;680.67;;;;;;;0.0;0.0082191780821917;0.0027322404371584;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0027397260273972;0.0;0.0;0.0245901639344262;0.0
CO;GO;POSSE;A017;-14.08916666;-46.36638888;830.0;;;;;;;;0.0136986301369863;0.0;0.0;0.0;0.010958904109589;0.0;0.0;0.0;0.0;0.0054644808743169;0.0054794520547945;0.0;0.0684931506849315;0.180327868852459;0.0575342465753424
CO;MT;AGUA BOA;A908;-14.01638888;-52.21166666;440.0;;;;;;;0.0;0.0;0.0054644808743169;0.0;0.0;0.0;0.0;0.1863013698630137;0.1863013698630137;0.0;0.2103825136612022;0.0;0.0;0.0520547945205479;0.1530054644808743;0.5643835616438356
SE;MG;BELO HORIZONTE - CERCADINHO;F501;-19.97999999;-43.95861111;1199.55;;;;;;;;;;;;;;0.0136986301369863;0.0712328767123287;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SE;MG;MACHADO;A567;-21.680722;-45.944389;969.0;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0136986301369863
SE;SP;SAO PAULO - INTERLAGOS;A771;-23.724501;-46.677501;771.0;;;;;;;;;;;;;;;;;;;0.0027397260273972;0.0;0.0;0.0
N;TO;MARIANOPOLIS DO TO;A041;-9.576389;-49.723333;186.69;;;;;;;;;;;;;0.0081967213114754;0.0;0.0;0.0821917808219178;0.2513661202185792;0.0;0.0630136986301369;0.0712328767123287;0.0;0.010958904109589
NE;BA;VITORIA DA CONQUISTA;A414;-14.88638888;-40.80138888;879.38;;;;;;;;0.0;0.0027322404371584;0.0;0.0;0.0;0.0;0.0;0.0712328767123287;0.5068493150684932;0.0;0.0;0.0;0.021917808219178;0.0;0.6109589041095891
SE;ES;VITORIA;A612;-20.27083332;-40.30583333;9.0;;;;;;;0.0;0.0;0.0027322404371584;0.0;0.0;0.0;0.0;0.0;0.0;0.0630136986301369;0.0;0.0;0.0;0.0;0.0765027322404371;0.0328767123287671
CO;MS;ITAQUIRAI;A752;-23.449501;-54.181858;337.82;;;;;;;;;0.2595628415300546;0.8;0.0;0.0;0.1420765027322404;0.0657534246575342;0.1643835616438356;0.0;0.0437158469945355;0.0;0.0;0.1123287671232876;0.0;0.0
SE;MG;ALMENARA;A508;-16.166773;-40.687756;189.11;;;0.0;0.0;0.0;0.021917808219178;0.0904109589041095;0.8602739726027397;0.0846994535519125;0.0;0.0;0.0136986301369863;0.0;0.0;0.0027397260273972;0.0;0.0;0.0027397260273972;0.0;0.0027397260273972;0.1448087431693989;0.0054794520547945
N;AM;CRMN MANAUS;S103;-3.02249999;-60.05555555;;;;;;;;;;;;;;;;;;0.0846994535519125;0.2493150684931507;0.2958904109589041;;;
NE;MA;ESTREITO;A224;-6.65333333;-47.41833332;182.96;;;;;;;;;0.0027322404371584;0.0;0.0;0.0;0.0027322404371584;0.0;0.0;0.0712328767123287;0.2540983606557377;0.1260273972602739;0.0;0.0;0.0;0.6328767123287671
NE;CE;IGUATU;A319;-6.39638888;-39.26888888;221.56;;;;;;;;0.0082191780821917;0.0;0.0;0.0;0.0931506849315068;0.2103825136612022;0.1041095890410958;0.0;0.0684931506849315;0.1202185792349726;0.0054794520547945;0.3123287671232876;0.0301369863013698;0.087431693989071;0.0246575342465753
N;TO;DIANOPOLIS;A038;-11.59444444;-46.84722221;727.87;;;;;;;;;0.0054644808743169;0.0;0.1506849315068493;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0027397260273972;0.0410958904109589;0.0;0.0328767123287671
S;RS;PALMEIRA DAS MISSOES;A856;-27.92027777;-53.31805554;614.11;;;;;;;;;0.0054644808743169;0.0301369863013698;0.0;0.0;0.0;0.0;0.0273972602739726;0.0;0.0027322404371584;0.0;0.284931506849315;0.0;0.0;0.0
N;PA;RONDON DO PARA;A214;-4.82749999;-48.1736111;203.0;;;;;;;;;0.0;0.0;0.0;0.0520547945205479;0.0;0.0;0.0;0.0;0.0;0.0438356164383561;0.1342465753424657;0.2027397260273972;0.0;0.7479452054794521
S;PR;IVAI;A818;-25.01083333;-50.85388888;803.58;;;;;;;0.0;0.0082191780821917;0.0;0.0;0.0;0.0;0.0;0.0;0.1698630136986301;0.1890410958904109;0.0;0.0082191780821917;0.0;0.0;0.0;0.0
N;AM;NOVO ARIPUANA;A144;-8.0911111;-60.38055554;45.0;;;;;;;;;;;;;;;;;;;;0.0164383561643835;0.3387978142076502;0.1342465753424657
NE;BA;LENCOIS;A425;-12.557854;-41.388808;438.09;;;;;;;;;0.0027322404371584;0.0;0.2191780821917808;0.0;0.0;0.021917808219178;0.0;0.0;0.0;0.0136986301369863;0.0;0.0;0.0;0.0
N;PA;CAMETA;A236;-2.23972221;-49.49972221;9.92;;;;;;;;;0.0163934426229508;0.0986301369863013;0.2410958904109589;0.1013698630136986;0.1202185792349726;0.0;0.0273972602739726;0.3095890410958904;0.1366120218579235;0.0027397260273972;0.1315068493150684;0.0;0.2322404371584699;1.0
N;RR;BOA VISTA;A135;2.81694443;-60.69083333;82.35;;;;;;;;;;;0.0027397260273972;0.0;0.0;0.0;0.0383561643835616;0.0;0.0983606557377049;0.0;0.1534246575342465;0.0;0.2650273224043716;0.9424657534246575
SE;SP;VOTUPORANGA;A729;-20.40333333;-49.96611111;510.37;;;;;;;0.010958904109589;0.0054794520547945;0.0;0.0;0.0;0.0;0.0;0.6602739726027397;0.9205479452054794;0.0;0.0;0.0027397260273972;0.0;0.0;0.0;0.0
CO;MS;CHAPADAO DO SUL;A730;-18.80222222;-52.6025;820.82;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0246575342465753;0.0;0.0;0.0;0.0;0.1612021857923497;0.284931506849315;0.0;0.0027397260273972;0.855191256830601;0.863013698630137
CO;MT;VILA BELA DA SANTISSIMA TRINDADE;A922;-15.06277777;-59.87305554;213.0;;;;;;;0.0;0.0;0.0054644808743169;0.0273972602739726;0.2602739726027397;0.1506849315068493;0.0546448087431694;0.1178082191780822;0.1013698630136986;0.0;0.0;0.0;0.2821917808219178;0.0684931506849315;0.0;1.0
S;SC;NOVO HORIZONTE;A816;-26.40638888;-52.85027777;943.57;;;;;;;;;0.1120218579234972;0.0;0.0;0.0;0.0;0.0;0.0027397260273972;0.0;0.0737704918032786;0.0;0.0;0.0301369863013698;0.5300546448087432;0.5671232876712329
NE;BA;PILAO ARCADO;A449;-10.01833332;-42.50027777;385.0;;;;;;;;;;;;;;;;;0.2240437158469945;0.4356164383561643;0.3123287671232876;0.0;0.0792349726775956;0.8602739726027397
NE;PI;URUCUI;A346;-7.44138888;-44.34499999;398.83;;;;;;;;;0.0027322404371584;0.0;0.0;0.0493150684931506;0.0;0.0;0.0;0.0;0.0737704918032786;0.1095890410958904;0.0;0.0;0.0;0.6986301369863014
N;AP;ITAUBAL;A251;0.56777777;-50.8236111;21.0;;;;;;;;;;;;;;;;;;0.0;0.2657534246575342;0.7671232876712328;1.0;1.0
CO;GO;CATALAO;A034;-18.154779;-47.927614;900.72;;;;;;;;;0.0054644808743169;0.0;0.0;0.0;0.0;0.1780821917808219;0.0;0.0;0.0;0.0;0.0602739726027397;0.0;0.0;0.0
S;RS;JAGUARAO;A836;-32.53472221;-53.37583332;31.48;;;;;;;;0.010958904109589;0.0;0.0;0.0;0.0;0.0683060109289617;0.0;0.0876712328767123;0.0;0.0573770491803278;0.2136986301369863;0.0;0.0;0.0355191256830601;0.1561643835616438
N;TO;PARANA;A010;-12.615;-47.87194443;284.96;;;;;;0.0630136986301369;0.0136986301369863;0.0;0.0;0.0;0.0;0.0;0.0109289617486338;0.1780821917808219;0.0;0.0;0.0355191256830601;0.010958904109589;0.1780821917808219;0.0712328767123287;0.0;0.4876712328767123
S;RS;FREDERICO WESTPHALEN;A854;-27.39555555;-53.42944443;489.42;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.1065573770491803;0.0;0.0;0.0;0.0;0.0;0.0438356164383561;0.0;0.0218579234972677;0.0246575342465753
NE;PE;SALGUEIRO;A370;-8.05805555;-39.0961111;447.0;;;;;;;;;;;;;;;;;;0.0;0.0;0.1397260273972602;0.0191256830601092;0.0136986301369863
