REGIÃO;ESTADO;NOME;CODIGO;LATITUDE;LONGITUDE;ALTITUDE;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
N;PA;DOM ELISEU;S107;-4.28999999;-47.55;;;;;;;;;;;;;;;;;;0.0846994535519125;0.4164383561643835;0.3945205479452054;;;
SE;MG;ARAXA;A505;-19.605696;-46.949617;1018.32;;;0.0;0.0;0.0;0.0164383561643835;0.0164383561643835;0.0273972602739726;0.3360655737704918;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
N;AC;FEIJO;A138;-8.14277777;-70.3436111;157.17;;;;;;;;;;0.010958904109589;0.0;0.0;0.180327868852459;0.0;0.0684931506849315;0.0;0.2841530054644808;0.6164383561643836;0.0;0.0;0.0;0.536986301369863
NE;BA;ITABERABA;A408;-12.52416666;-40.29972221;250.11;;;;0.0;0.0;0.0575342465753424;0.010958904109589;0.0;0.081967213114754;0.2027397260273972;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO;GO;ITUMBIARA;A035;-18.40972222;-49.19194444;491.17;;;;;;;;0.0082191780821917;0.0382513661202185;0.0;0.0;0.0;0.0;0.0;0.0301369863013698;0.0;0.0;0.0027397260273972;0.0;0.0;0.0;0.0
SE;MG;OLIVEIRA;A570;-20.715;-44.86444444;1025.0;;;;;;;;;;;;;;;;;;0.1095890410958904;0.0;0.0;0.0;0.0
CO;MT;JUINA;A920;-11.375126;-58.774785;365.39;;;;;;;0.0575342465753424;0.7972602739726027;0.0027322404371584;0.0;0.0;0.0082191780821917;0.0;0.0;0.0;0.0;0.0136612021857923;0.0;0.3178082191780822;0.3890410958904109;0.0;0.0164383561643835
SE;RJ;RESENDE;A609;-22.45138888;-44.44499999;438.83;;;;;;;0.0;0.0;0.0027322404371584;0.0027397260273972;0.0;0.0;0.0136612021857923;0.2136986301369863;0.2219178082191781;0.0301369863013698;0.0355191256830601;0.0054794520547945;0.0;0.0630136986301369;0.0;0.0
SE;SP;SAO LUIS DO PARAITINGA;A740;-23.22833332;-45.41694443;862.3;;;;;;;;0.0164383561643835;0.0;0.0;0.0;0.0;0.1311475409836065;0.010958904109589;0.0;0.0657534246575342;0.0;0.0;0.0;0.0;0.0027322404371584;0.7068493150684931
N;AM;PEF ESTIRAO DO EQUADOR;S116;-4.52999999;-71.61749999;;;;;;;;;;;;;;;;;;0.0846994535519125;0.4;1.0;;;
NE;CE;ITAPIPOCA;A359;-3.48416666;-39.5886111;104.49;;;;;;;;;0.0136612021857923;0.0;0.1835616438356164;0.0;0.0;0.0493150684931506;0.0;0.0027397260273972;0.0;0.1041095890410958;0.1780821917808219;0.6493150684931507;1.0;1.0
N;AM;PARINTINS;A123;-2.63916666;-56.75611111;18.72;;;;;;;;;0.0;0.0;0.0;0.1397260273972602;0.0;0.010958904109589;0.5917808219178082;0.1561643835616438;0.0218579234972677;0.136986301369863;0.147945205479452;0.3013698630136986;0.0245901639344262;0.9753424657534246
N;TO;ARAGUAINA;A021;-7.10388888;-48.20111111;230.76;;;;;;;;0.0;0.0027322404371584;0.0;0.0;0.0;0.040983606557377;0.536986301369863;0.0;0.1835616438356164;0.0;0.0;0.0;0.0;0.6174863387978142;0.9917808219178084
SE;MG;VARGINHA;A515;-21.56638888;-45.40416666;949.78;;;;;;;0.0;0.0082191780821917;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2295081967213114;0.0;0.0438356164383561;0.0958904109589041;0.0;0.0
S;RS;SANTIAGO;A833;-29.191599;-54.885653;390.03;;;;;;;;;;0.0;0.0;0.0;0.0;0.021917808219178;0.0931506849315068;0.0;0.0;0.0;0.1205479452054794;0.0;0.226775956284153;0.010958904109589
S;RS;RIO PARDO;A813;-29.87222221;-52.38194443;106.99;;;;;;;0.0;0.0082191780821917;0.0;0.0;0.0;0.0;0.0;0.021917808219178;0.0191780821917808;0.0;0.0109289617486338;0.2465753424657534;0.0;0.0;0.0;0.0
SE;RJ;ANGRA DOS REIS;A628;-22.97555554;-44.30333333;6.0;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.6857923497267759;0.0
SE;MG;CONCEICAO DAS ALAGOAS;A520;-19.98586;-48.151574;572.54;;;;;;;0.0;0.0082191780821917;0.0;0.0;0.0;0.0;0.0491803278688524;0.2164383561643835;0.0;0.0;0.0;0.0767123287671232;0.0;0.0054794520547945;0.0;0.0
SE;MG;DIVINOPOLIS;A564;-20.17333332;-44.87499999;796.0;;;;;;;;;;;;;;;;;;0.010958904109589;0.0;0.0;0.0;0.0
NE;CE;FORTALEZA;A305;-3.81583333;-38.53777777;29.55;;;;0.0301369863013698;0.0;0.0684931506849315;0.5041095890410959;0.1041095890410958;0.8442622950819673;0.0082191780821917;0.5643835616438356;0.021917808219178;0.0;0.0;0.0;0.0;0.0054644808743169;0.0;0.0;0.2027397260273972;0.0;0.0
CO;MS;BANDEIRANTES;S703;-19.94555555;-54.3686111;624.0;;;;;;;;;;;;;;;;;;;0.1506849315068493;1.0;1.0;1.0
NE;MA;CAXIAS;A237;-4.82138888;-43.3436111;84.85;;;;;;;;;0.0027322404371584;0.0;0.1013698630136986;0.0027397260273972;0.133879781420765;0.0301369863013698;0.0410958904109589;0.0;0.0928961748633879;0.0;0.1780821917808219;0.0;0.855191256830601;1.0
S;PR;COLOMBO;B806;-25.322464;-49.157733;950.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0
CO;MS;FATIMA DO SUL;S708;-22.30861111;-54.32583332;340.0;;;;;;;;;;;;;;;;;;;0.0;0.863013698630137;0.9863387978142076;0.9972602739726028
S;RS;SANTA MARIA;A803;-29.72499999;-53.72055554;103.1;;0.0;0.0273972602739726;0.0136986301369863;0.0027322404371584;0.0356164383561643;0.0136986301369863;0.0082191780821917;0.0;0.0;0.0;0.1232876712328767;0.0;0.0;0.0876712328767123;0.0;0.0;0.0;0.0;0.0;0.0573770491803278;0.0054794520547945
S;RS;CAMAQUA;A838;-30.807953;-51.83424;92.3;;;;;;;0.0027397260273972;0.0054794520547945;0.0;0.0;0.0;0.0;0.2021857923497267;0.0;0.0602739726027397;0.0;0.0;0.0027397260273972;0.0;0.0712328767123287;0.0;0.0027397260273972
N;TO;MATEIROS;A040;-10.43444444;-45.92194443;791.0;;;;;;;;;;;;;0.0519125683060109;0.0794520547945205;0.0;0.0;0.0;0.0;0.0027397260273972;0.0;0.5655737704918032;1.0
SE;MG;PATOS DE MINAS;A562;-18.52055554;-46.44055555;950.0;;;;;;;;;;;;;;;;;;0.0;0.0;0.0164383561643835;0.1502732240437158;0.1698630136986301
CO;MS;PARANAIBA;A710;-19.69555555;-51.18166666;408.06;;;;;;;0.010958904109589;0.0438356164383561;0.6147540983606558;0.0;0.4328767123287671;0.0410958904109589;0.0163934426229508;0.0;0.0027397260273972;0.0;0.040983606557377;0.0547945205479452;0.0;0.0027397260273972;0.7841530054644809;0.8273972602739726
SE;MG;PASSOS;A516;-20.745237;-46.633916;781.7;;;;;;;0.0054794520547945;0.0082191780821917;0.0;0.0;0.0931506849315068;0.0;0.0136612021857923;0.0;0.0;0.0;0.0683060109289617;0.0;0.1013698630136986;0.0;0.1284153005464481;0.0
SE;MG;ARACUAI;A566;-16.84888888;-42.03527777;308.0;;;;;;;;;;;;;;;;;;0.0082191780821917;0.0;0.0;0.0;0.0054794520547945
S;SC;ITAJAI;A868;-26.95083333;-48.76194444;9.76;;;;;;;;;;;0.0027397260273972;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1693989071038251;0.9972602739726028
N;PA;CONCEICAO DO ARAGUAIA;A241;-8.30361111;-49.28277777;175.74;;;;;;;;;0.0027322404371584;0.0273972602739726;0.1178082191780822;0.0;0.0;0.0;0.0054794520547945;0.0246575342465753;0.0;0.0;0.1561643835616438;0.0383561643835616;0.0901639344262295;0.2821917808219178
NE;PI;ESPERANTINA;A338;-3.90083333;-42.23694444;65.0;;;;;;;;0.0;0.0;0.2054794520547945;0.0958904109589041;0.1452054794520547;0.0601092896174863;0.0;0.0;0.0;0.0;0.0821917808219178;;;;
NE;PB;ITAPORANGA;A373;-7.31833332;-38.14083333;292.0;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.8087431693989071;1.0
SE;SP;OURINHOS;A716;-22.94888888;-49.89444444;443.49;;;;;;;0.0;0.1698630136986301;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1095890410958904;0.0;0.0794520547945205;0.0082191780821917;0.0;0.3633879781420765;1.0
CO;MT;SALTO DO CEU;A936;-15.12472221;-58.12722221;300.83;;;;;;;;;0.0136612021857923;0.0;0.0;0.0;0.0054644808743169;0.0;0.0;0.2630136986301369;0.0;0.3863013698630137;0.0;0.0;0.4426229508196721;1.0
S;RS;SAO VICENTE DO SUL;A889;-29.70222222;-54.69444444;134.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0383561643835616;0.0;0.0655737704918032;0.0
NE;PE;PETROLINA;A307;-9.388323;-40.523262;372.72;;;;0.0;0.0;0.010958904109589;0.0164383561643835;0.0082191780821917;0.0;0.0;0.336986301369863;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1808219178082191;0.0;0.0;0.0
CO;MT;GUARANTA DO NORTE;A906;-9.9525;-54.89777777;283.58;;;0.0;0.0273972602739726;0.0;0.6821917808219178;0.9972602739726028;0.3753424657534246;0.0027322404371584;0.0;0.0;0.5616438356164384;0.0;0.0;0.0;0.1835616438356164;0.0109289617486338;0.0;0.0;0.0;0.0983606557377049;1.0
N;PA;TUCURUI;A229;-3.82277777;-49.67499999;137.94;;;;;;;;;0.0163934426229508;0.0;0.0;0.0054794520547945;0.0628415300546448;0.0;0.0;0.1452054794520547;0.0;0.0;0.0273972602739726;0.4520547945205479;0.0;0.1726027397260274
NE;BA;GUANAMBI;A426;-14.20805555;-42.74972221;552.23;;;;;;;;;0.1010928961748633;0.0;0.0;0.1205479452054794;0.0;0.0;0.0;0.0;0.2540983606557377;0.0;0.0082191780821917;0.0054794520547945;0.0;0.1616438356164383
SE;SP;CACHOEIRA PAULISTA;A769;-22.68888888;-45.00555555;586.0;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.174863387978142;1.0
SE;SP;JALES;A733;-20.165;-50.59499999;460.44;;;;;;;;0.0191780821917808;0.0;0.0;0.0;0.0301369863013698;0.0;0.0;0.0;0.0;0.0;0.0;0.010958904109589;0.2;0.0;0.0
S;RS;QUARAI;A831;-30.368578;-56.437115;113.05;;;;;;;;0.0054794520547945;0.0;0.0;0.0;0.0;0.1092896174863388;0.0;0.0;0.0493150684931506;0.0;0.0547945205479452;0.0657534246575342;0.0;0.0;0.0
N;AM;PEF IPIRANGA;S102;-2.93055554;-69.69527777;;;;;;;;;;;;;;;;;;0.0846994535519125;0.7397260273972602;0.9534246575342464;;;
S;RS;CAMBARA DO SUL;A897;-29.04916666;-50.14972221;1017.0;;;;;;;;;;;;;;;;;0.0027322404371584;0.0;0.0;0.0575342465753424;0.0027322404371584;0.0
N;PA;TUCUMA;A234;-6.74333333;-51.14194444;320.93;;;;;;;;;0.0956284153005464;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.860655737704918;0.0;0.0;0.0;0.0464480874316939;0.8657534246575342
N;PA;MEDICILANDIA;A209;-3.51083333;-52.96333333;251.68;;;;;;;;;0.1174863387978142;0.0;0.0;0.0;0.0;0.0;0.0;0.2136986301369863;0.0;0.073972602739726;0.5013698630136987;0.5260273972602739;0.0;0.8986301369863013
NE;BA;VALENCA;A444;-13.3436111;-39.12666666;93.12;;;;;;;;;;0.0027397260273972;0.0438356164383561;0.0958904109589041;0.0327868852459016;0.1095890410958904;0.0;0.0;0.0;0.0246575342465753;0.0356164383561643;0.0082191780821917;0.0;0.1780821917808219
NE;PE;OURICURI;A366;-7.88583333;-40.10277777;457.85;;;;;;;;;;;0.0136986301369863;0.0;0.0;0.021917808219178;0.0;0.1123287671232876;0.0;0.0;0.021917808219178;0.0;0.0;0.4027397260273972
NE;AL;ARAPIRACA;A353;-9.80444444;-36.61916666;236.84;;;;;;;;;0.0027322404371584;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1311475409836065;0.0;0.1698630136986301;0.536986301369863;0.9043715846994536;0.6712328767123288
CO;MT;S.J. DO RIO CLARO;A903;-13.45388888;-56.67722221;339.59;;;;0.0246575342465753;0.0;0.0136986301369863;0.210958904109589;0.0;0.1994535519125683;0.0;0.3424657534246575;0.1232876712328767;0.0;0.0;0.0246575342465753;0.0;0.0;0.0027397260273972;0.2383561643835616;0.2520547945205479;0.0;0.7726027397260274
SE;RJ;CARMO;A629;-21.938745;-42.600936;293.0;;;;;;;;;;;;;;;;;;;0.010958904109589;0.0;0.0;0.0
S;RS;URUGUAIANA;A809;-29.83987;-57.081899;74.29;;;;;;;0.0;0.0082191780821917;0.0;0.0;0.0;0.0;0.0737704918032786;0.0;0.0;0.0;0.2896174863387978;0.0;0.0;0.0;0.0;0.0054794520547945
N;PA;XINGUARA;A247;-7.110518;-49.926072;245.0;;;;;;;;;;;;;;;;;0.0054644808743169;0.0;0.0904109589041095;0.0;0.221311475409836;0.0
CO;MS;CAMAPUA;S707;-19.58749999;-54.02999999;540.0;;;;;;;;;;;;;;;;;;;0.1068493150684931;0.7041095890410959;1.0;0.6109589041095891
CO;MS;NOVA ALVORADA DO SUL;S712;-21.450972;-54.341972;5.0;;;;;;;;;;;;;;;;;;;0.1424657534246575;0.0;0.0081967213114754;0.0
NE;BA;UNA;A437;-15.28027777;-39.09138888;74.08;;;;;;;;;0.0;0.0;0.1260273972602739;0.0;0.0;0.0;0.0;0.0;0.0027322404371584;0.136986301369863;0.0;0.0;0.0;0.3342465753424657
SE;SP;CAMPOS DO JORDAO;A706;-22.75027777;-45.60388888;1662.95;;;0.1424657534246575;0.3726027397260274;0.918032786885246;1.0;0.8328767123287671;0.0;0.3169398907103825;0.5150684931506849;0.0;0.0;0.0;0.0;0.0;0.0;0.0054644808743169;0.010958904109589;0.0;0.0;0.0683060109289617;0.0657534246575342
NE;MA;COLINAS;A222;-6.03305554;-44.23333333;175.37;;;;;;;;;0.0;0.0;0.0;0.0821917808219178;0.0054644808743169;0.0;0.0;0.2493150684931507;0.1612021857923497;0.0;0.0;0.0054794520547945;0.0;0.958904109589041
CO;GO;ITAPACI;A015;-14.97972221;-49.53999999;551.16;;;;;;;;0.010958904109589;0.2431693989071038;0.0;0.1013698630136986;0.0027397260273972;0.0;0.0054794520547945;0.0;0.021917808219178;0.0;0.0;0.0;0.0547945205479452;0.0;0.0
S;PR;DIAMANTE DO NORTE;A849;-22.63944444;-52.89027777;368.22;;;;;;;;;0.0027322404371584;0.0;0.7890410958904109;0.0;0.0054644808743169;0.0;0.0;0.1506849315068493;0.0;0.0;0.3095890410958904;0.0;0.0054644808743169;0.9397260273972604
NE;BA;CORRENTINA;A416;-13.33249999;-44.61749999;551.71;;;;;;;;0.0;0.0928961748633879;0.4876712328767123;0.0;0.4301369863013699;0.1366120218579235;0.0;0.0;0.0;0.2240437158469945;0.0;0.2383561643835616;0.0;0.0;0.0
NE;BA;PORTO SEGURO;A427;-16.38888888;-39.18249999;86.36;;;;;;;;;0.0027322404371584;0.0;0.0;0.0;0.0273224043715847;0.0164383561643835;0.0;0.1150684931506849;0.0245901639344262;0.1150684931506849;0.0;0.0082191780821917;0.3469945355191257;1.0
N;AC;CRUZEIRO DO SUL;A108;-7.61083333;-72.68138888;220.0;;;;;;;;;;;;;;;;0.0027397260273972;0.0;0.3452054794520548;0.0;0.0;0.2841530054644808;1.0
CO;MS;CORUMBA;A724;-18.99666666;-57.63749999;111.73;;;;;;;0.0;0.0;0.0;0.0027397260273972;0.2657534246575342;0.0;0.0;0.0136986301369863;0.0;0.1616438356164383;0.1994535519125683;0.2246575342465753;0.2082191780821917;0.0876712328767123;0.0;0.1835616438356164
NE;PI;BAIXA GRANDE DO RIBEIRO;A375;-8.333531;-45.094625;519.0;;;;;;;;;;;;;;;;;;;0.0;0.2082191780821917;0.0;0.0027397260273972
SE;SP;BERTIOGA;A765;-23.84472221;-46.14333333;5.0;;;;;;;;;;;;;;;;;;0.0301369863013698;0.0;0.010958904109589;0.1857923497267759;0.0273972602739726
SE;RJ;VALENCA;A611;-22.35805555;-43.69555555;370.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0027397260273972;0.0;0.0;0.0;0.0931506849315068;0.1448087431693989;0.0027397260273972;0.0;0.0;0.9562841530054644;0.0
SE;MG;TIMOTEO;A511;-19.57388888;-42.62249999;493.42;;;;;;;0.0191780821917808;0.0082191780821917;0.0;0.1424657534246575;0.0164383561643835;0.084931506849315;0.0737704918032786;0.1315068493150684;0.084931506849315;0.0;0.0;0.0;0.0328767123287671;0.0;0.0;0.0
CO;MS;BELA VISTA;A757;-22.10166666;-56.54083333;206.09;;;;;;;;;;;;0.0027397260273972;0.0;0.0;0.0;0.0;0.0027322404371584;0.0;0.1534246575342465;0.0;0.5683060109289617;0.5123287671232877
CO;MT;SAO JOSE DO XINGU;A942;-10.48416666;-52.37249999;300.0;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.3232876712328767
SE;MG;BURITIS;A544;-15.52416666;-46.43555555;894.0;;;;;;;;0.0082191780821917;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3835616438356164;0.1205479452054794;0.0;0.0;0.5808219178082191
NE;BA;REMANSO;A423;-9.62555554;-42.07722221;397.4;;;;;;;;;0.0027322404371584;0.0;0.0;0.0191780821917808;0.0;0.0;0.0164383561643835;0.0;0.0300546448087431;0.0;0.0;0.1095890410958904;0.0;0.0
N;PA;REDENCAO;A254;-8.04333333;-50.00694444;199.0;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0054794520547945
SE;ES;ALEGRE;A617;-20.75055555;-41.48888888;138.0;;;;;;;0.0;0.0;0.0027322404371584;0.0;0.0;0.0712328767123287;0.0;0.0;0.0;0.0;0.1311475409836065;0.0;0.0;0.0;0.448087431693989;0.0
CO;MT;PRIMAVERA DO LESTE;A923;-15.57999999;-54.3811111;680.0;;;;;;;;;;;;;;;;;;0.0;0.0;0.5041095890410959;0.0;0.915068493150685
NE;PE;PALMARES;A357;-8.66666666;-35.56805554;164.01;;;;;;;;;0.0519125683060109;0.0;0.0;0.0;0.0;0.0;0.0;0.0356164383561643;0.0300546448087431;0.3753424657534246;0.1534246575342465;0.2164383561643835;0.0;0.2657534246575342
N;PA;SERRA DOS CARAJAS;A230;-6.07749999;-50.14222221;707.0;;;;;;;;;0.0027322404371584;0.0;0.0;0.0;0.0;0.0602739726027397;0.2191780821917808;0.1589041095890411;0.2049180327868852;0.0;0.0;0.2575342465753424;1.0;0.9534246575342464
NE;SE;ITABAIANINHA;A417;-11.2725;-37.795;204.8;;;;;;;;0.0027397260273972;0.0;0.0;0.0;0.0986301369863013;0.0;0.0;0.0164383561643835;0.0;0.040983606557377;0.0;0.0;0.1260273972602739;0.639344262295082;0.0821917808219178
SE;SP;SAO SEBASTIAO;A767;-23.81083333;-45.4025;24.0;;;;;;;;;;;;;;;;;;0.0136986301369863;0.0;0.0;0.0218579234972677;0.9397260273972604
CO;MT;PARANATINGA;A915;-14.42138888;-54.0361111;476.91;;;;;;;0.0;0.0;0.0355191256830601;1.0;0.6575342465753424;0.1287671232876712;0.0;0.3232876712328767;0.0767123287671232;0.0;0.0;0.6383561643835617;0.4493150684931506;0.1178082191780822;0.8497267759562842;1.0
S;SC;SAO JOAQUIM;A815;-28.27564;-49.934617;1400.06;;;;;;;;;0.0;0.0438356164383561;0.0;0.0;0.0054644808743169;0.0630136986301369;0.0;0.0246575342465753;0.0;0.0;0.0;0.0;0.0;0.0
N;TO;ARAGUACU;A054;-12.59222221;-49.5286111;231.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0684931506849315;0.081967213114754;0.0
NE;MA;BACABAL;A220;-4.24305555;-44.79499999;22.33;;;;;;;;;0.0027322404371584;0.0;0.0;0.0246575342465753;0.0;0.2520547945205479;0.0520547945205479;0.0;0.0;0.0;0.0246575342465753;0.1808219178082191;0.0;0.0
CO;MS;JARDIM;A758;-21.4786111;-56.13777777;252.47;;;;;;;;;;;;0.010958904109589;0.0737704918032786;0.0;0.0;0.0;0.0327868852459016;0.0;0.0136986301369863;0.0164383561643835;0.0027322404371584;0.0027397260273972
N;PA;SAO FELIX DO XINGU;A216;-6.639622;-51.956966;211.0;;;;;;;;;;;;;;;;;0.0054644808743169;0.0;0.1452054794520547;0.3123287671232876;0.4726775956284153;0.0
SE;MG;UBERLANDIA;A507;-18.91694443;-48.25555555;874.77;;;0.0383561643835616;0.410958904109589;0.7431693989071039;0.210958904109589;0.010958904109589;0.0082191780821917;0.1038251366120218;0.0;0.0054794520547945;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SE;SP;IGUAPE;A712;-24.67166666;-47.54583333;2.7;;;;;;;0.0;0.0767123287671232;0.0;0.0;0.0027397260273972;0.010958904109589;0.0;0.0328767123287671;0.2438356164383561;0.0547945205479452;0.0;0.1424657534246575;0.0657534246575342;0.0;0.0;0.4712328767123288
NE;BA;IBOTIRAMA;A439;-12.19305555;-43.21333333;425.12;;;;;;;;;0.0;0.0;0.0;0.073972602739726;0.0;0.0027397260273972;0.0;0.0547945205479452;0.0573770491803278;0.0136986301369863;0.0027397260273972;0.0027397260273972;0.0136612021857923;0.1534246575342465
SE;MG;CAPELINHA;A541;-17.70555555;-42.38916666;932.06;;;;;;;;0.0082191780821917;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2158469945355191;0.0;0.0;0.0;0.0054644808743169;0.5616438356164384
SE;ES;VILA VELHA;A634;-20.46694443;-40.40388888;25.0;;;;;;;;;;;;;;;;;;0.0027397260273972;0.0;0.1205479452054794;0.0109289617486338;0.1863013698630137
NE;PI;OEIRAS;A354;-6.97416666;-42.14694444;154.03;;;;;;;;;0.0;0.0;0.0;0.0;0.0983606557377049;0.0;0.0876712328767123;0.0;0.0;0.0027397260273972;0.0;0.0;0.5983606557377049;1.0
NE;CE;CAMPOS SALES;A347;-7.07777777;-40.36277777;577.95;;;;;;;;;0.0027322404371584;0.0;0.0;0.0;0.0327868852459016;0.1506849315068493;0.0;0.0904109589041095;0.0;0.1561643835616438;0.0;0.1178082191780822;0.7923497267759563;1.0
N;AC;PORTO WALTER;A136;-8.26722221;-72.74777777;205.35;;;;;;;;;;0.0027397260273972;0.1616438356164383;0.2027397260273972;0.1857923497267759;0.0493150684931506;0.1506849315068493;0.0027397260273972;0.0136612021857923;0.5643835616438356;0.0;0.0136986301369863;0.6639344262295082;1.0
SE;MG;FLORESTAL;A535;-19.885398;-44.416883;753.5;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0904109589041095
SE;MG;BARBACENA;A502;-21.22833332;-43.76777777;1168.76;;;0.073972602739726;0.5041095890410959;0.0846994535519125;0.0082191780821917;0.0136986301369863;0.0575342465753424;0.0382513661202185;0.0;0.0;0.0;0.2049180327868852;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO;MS;ARAL MOREIRA;S702;-22.955;-55.6261111;605.0;;;;;;;;;;;;;;;;;;;0.210958904109589;0.0;0.0;0.0438356164383561
S;PR;CURITIBA;A807;-25.4486111;-49.23055554;922.91;;;;0.6986301369863014;1.0;0.4876712328767123;0.2027397260273972;0.0876712328767123;0.0573770491803278;0.0027397260273972;0.0082191780821917;0.0;0.0;0.0;0.2191780821917808;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SE;MG;MOCAMBINHO;A539;-15.085958;-44.016036;454.0;;;;;;;;0.0082191780821917;0.0;0.0;0.0;0.0;0.0;0.2;0.1178082191780822;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NE;RN;MACAU;A317;-5.15111111;-36.57305554;17.37;;;;;;;;0.0;0.0;0.0;0.0;0.1506849315068493;0.0;0.0;0.1808219178082191;0.1671232876712328;0.0;0.0;0.021917808219178;0.1589041095890411;0.0765027322404371;1.0
SE;MG;PIRAPORA;A545;-17.258064;-44.835556;505.32;;;;;;;;0.0082191780821917;0.0;0.0;0.0082191780821917;0.0;0.0;0.0;0.0;0.0794520547945205;0.0;0.0246575342465753;0.0;0.0438356164383561;0.0;0.0054794520547945
S;SC;SAO MIGUEL DO OESTE;A857;-26.7861111;-53.51388888;645.0;;;;;;;;;0.0027322404371584;0.0;0.0;0.0;0.0;0.0246575342465753;0.0;0.0931506849315068;0.0081967213114754;0.0;0.0;0.0;0.5956284153005464;0.0958904109589041
CO;MT;BRASNORTE (NOVO MUNDO);A927;-12.52194443;-58.23138888;426.2;;;;;;;;;0.0;0.0;0.2;0.4931506849315068;0.0;0.0;0.7726027397260274;0.5287671232876713;0.0;0.0712328767123287;0.0136986301369863;0.0;0.3579234972677595;1.0
SE;MG;PASSA QUATRO;A529;-22.395799;-44.961909;1017.1;;;;;;;;0.1726027397260274;0.2076502732240437;0.0;0.0;0.0054794520547945;0.0;0.0;0.0;0.0876712328767123;0.2759562841530054;0.0054794520547945;0.0054794520547945;0.0;0.0;0.0
SE;MG;AGUAS VERMELHAS;A549;-15.751536;-41.457787;754.07;;;;;;;;0.0082191780821917;0.0;0.0;0.0;0.0082191780821917;0.0;0.0;0.1123287671232876;0.0027397260273972;0.1065573770491803;0.0054794520547945;0.0356164383561643;0.0602739726027397;0.2131147540983606;0.0054794520547945
SE;RJ;ITATIAIA;A635;-22.37388888;-44.70305555;2450.0;;;;;;;;;;;;;;;;;;0.0;0.1534246575342465;0.0;0.0;0.0054794520547945
NE;AL;CORURIPE;A355;-10.1286111;-36.28638888;82.39;;;;;;;;;0.0054644808743169;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0437158469945355;0.0493150684931506;0.0;0.1643835616438356;0.0765027322404371;1.0
NE;MA;BALSAS;A204;-7.45555555;-46.02749999;271.03;;;;;;;;0.0;0.0027322404371584;0.0;0.1232876712328767;0.1205479452054794;0.0765027322404371;0.1260273972602739;0.0794520547945205;0.2410958904109589;0.087431693989071;0.0;0.0;0.0;0.6065573770491803;1.0
NE;AL;SAO LUIS DO QUITUNDE;A356;-9.28749999;-35.56583333;13.69;;;;;;;;;0.0027322404371584;0.0;0.0;0.0191780821917808;0.0;0.0164383561643835;0.0;0.0;0.0;0.0465753424657534;0.0;0.0;0.2185792349726776;0.1890410958904109
CO;MT;COMODORO;A913;-13.70805555;-59.7625;576.87;;;;;;;0.0;0.0;0.0027322404371584;0.0;0.0;0.0;0.0163934426229508;0.0082191780821917;0.0;0.4410958904109589;0.0;0.2164383561643835;0.0;0.3041095890410959;0.0109289617486338;0.947945205479452
SE;MG;SETE LAGOAS;A569;-19.45527777;-44.17333332;719.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.1967213114754098;0.1315068493150684
SE;MG;FORMIGA;A524;-20.455;-45.45388888;878.14;;;;;;;0.0;0.0082191780821917;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0602739726027397;0.1038251366120218;0.0630136986301369;0.0;0.0;0.0;0.0
SE;RJ;ARRAIAL DO CABO;A606;-22.97527777;-42.02138888;5.0;;;;;;;0.0;0.0082191780821917;0.0027322404371584;0.0054794520547945;0.0;0.0;0.1885245901639344;0.0;0.0;0.0;0.0;0.0575342465753424;0.0027397260273972;0.0;0.0;0.0
