"74";"74";"1";"NA";"NA";NULL;"Amostra extra";"NA";"E34";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"75";"75";"1";"-45,2876112567";"-18,1875103459";NULL;"Perfil completo";"660,0";"AP-2";NULL;NULL;NULL;NULL;NULL;"Corte de estrada";NULL;"0"
"76";"76";"1";"-47,0666666667";"-20,1666666667";NULL;"Amostra extra";"1120,0";"E67";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"77";"77";"1";"-47,6833333333";"-19,1";NULL;"Amostra extra";"920,0";"E59";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"78";"78";"1";"-47,2833333333";"-18,2333333333";NULL;"Amostra extra";"860,0";"E53";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"79";"79";"1";"-46,15";"-19,4";NULL;"Amostra extra";"1190,0";"E29";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"80";"80";"1";"-45,75";"-18,2333333333";NULL;"Amostra extra";"760,0";"E75";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"81";"81";"1";"-46,0";"-18,4";NULL;"Amostra extra";"880,0";"E56";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"82";"82";"1";"-47,1666666667";"-20,7666666667";NULL;"Amostra extra";"1045,0";"E30";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"83";"83";"1";"-47,5166666667";"-19,1833333333";NULL;"Amostra extra";"1020,0";"E72";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"84";"84";"1";"-45,9833333333";"-18,4";NULL;"Amostra extra";"880,0";"E55";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"85";"85";"1";"-47,5833333333";"-19,0166666667";NULL;"Perfil completo";"1010,0";"AP-20";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"86";"86";"1";"-47,6";"-18,9666666667";NULL;"Perfil completo";"1000,0";"AP-19";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"87";"87";"1";"NA";"NA";NULL;"Amostra extra";"1260,0";"E71";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"88";"88";"1";"-45,9833333333";"-19,2333333333";NULL;"Amostra extra";"1090,0";"E61";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"89";"89";"1";"-47,9337088333";"-19,0169688841";NULL;"Perfil completo";"880,0";"AP-17";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"90";"90";"1";"-47,8333333333";"-19,0333333333";NULL;"Perfil completo";"900,0";"AP-15";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"91";"91";"1";"-45,9166666667";"-19,3";NULL;"Amostra extra";"1000,0";"E79";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"92";"92";"1";"-46,9166666667";"-18,7166666667";NULL;"Amostra extra";"1130,0";"E68";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"93";"93";"1";"-47,3333333333";"-19,0333333333";NULL;"Amostra extra";"870,0";"E12";NULL;NULL;NULL;NULL;NULL;"Corte de estrada";NULL;"0"
"94";"94";"1";"-46,2333333333";"-19,0833333333";NULL;"Amostra extra";"1070,0";"E64";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"95";"95";"1";"-46,9666666667";"-18,6333333333";NULL;"Amostra extra";"830,0";"E09";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"96";"96";"1";"-47,25";"-18,8666666667";NULL;"Amostra extra";"900,0";"E03";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"97";"97";"1";"-46,45";"-19,4166666667";NULL;"Perfil completo";"935,0";"AP-13";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"98";"98";"1";"-48,9666666667";"-19,1166666667";NULL;"Amostra extra";"1090,0";"E45";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"99";"99";"1";"-46,7666666667";"-18,4";NULL;"Amostra extra";"890,0";"E74";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"100";"100";"1";"-46,4";"-19,7";NULL;"Amostra extra";"1230,0";"E36";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"101";"101";"1";"-47,1333333333";"-18,3666666667";NULL;"Amostra extra";"900,0";"E07";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"102";"102";"1";"-47,8337045094";"-19,0336360244";NULL;"Perfil completo";"900,0";"AP-4";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"103";"103";"1";"-46,4059890699";"-19,8226970848";NULL;"Perfil completo";"1110,0";"AP-3";NULL;NULL;NULL;NULL;NULL;"Corte de estrada";NULL;"0"
"104";"104";"1";"-46,45";"-19,4166666667";NULL;"Perfil completo";"1030,0";"AP-28";NULL;NULL;NULL;NULL;NULL;"Corte de estrada";NULL;"0"
"105";"105";"1";"-46,6166666667";"-19,5666666667";NULL;"Perfil completo";"983,0";"AP-14";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"106";"106";"1";"-46,3833333333";"-19,5166666667";NULL;"Amostra extra";"1010,0";"E77";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"107";"107";"1";"-47,6166666667";"-19,6833333333";NULL;"Amostra extra";"1035,0";"E81";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"108";"108";"1";"-47,5833333333";"-19,6833333333";NULL;"Amostra extra";"1035,0";"E22";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"109";"109";"1";"-47,5833333333";"-19,6666666667";NULL;"Amostra extra";"1035,0";"E24";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0"
"110";"110";"1";"-46,1333333333";"-19,6";NULL;"Amostra extra";"1180,0";"E35";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"111";"111";"2";"-70,01875";"-4,3935833333";NULL;"Perfil completo";"85,0";"Perfil-2";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"112";"112";"2";"-70,0172777778";"-4,3938888889";NULL;"Perfil completo";"95,0";"Perfil-1";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"113";"113";"2";"-70,0173333333";"-4,3955277778";NULL;"Perfil completo";"105,0";"Perfil-4";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"114";"114";"2";"-70,0194444444";"-4,3934166667";NULL;"Perfil completo";"84,0";"Perfil-3";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"115";"115";"2";"NA";"NA";NULL;"Perfil completo";"84,0";"Perfil-6";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"116";"116";"2";"-70,0173333333";"-4,3955277778";NULL;"Perfil completo";"105,0";"Perfil-5";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"117";"117";"3";"-59,9972222222";"0,8172222222";NULL;"Perfil completo";"NA";"A-1";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"118";"118";"3";"-60,0108333333";"0,9530555556";NULL;"Perfil completo";"NA";"A-19";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"119";"119";"3";"-60,1630555556";"0,7991666667";NULL;"Perfil completo";"NA";"A-6";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"120";"120";"3";"-59,5586111111";"0,8333333333";NULL;"Perfil completo";"100,0";"A-16";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"121";"121";"3";"-59,4027777778";"0,8738888889";NULL;"Perfil completo";"60,0";"A-9";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"122";"122";"3";"-59,7283333333";"0,8747222222";NULL;"Perfil completo";"NA";"A-21";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"123";"123";"3";"-59,8333333333";"0,8136111111";NULL;"Perfil completo";"NA";"A-14";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"124";"124";"3";"-59,3027777778";"0,79";NULL;"Perfil completo";"NA";"A-11";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"125";"125";"3";"-59,3261111111";"0,7377777778";NULL;"Perfil completo";"NA";"A-18";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"126";"126";"3";"-59,7730555556";"0,9469444444";NULL;"Perfil completo";"NA";"A-17";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"127";"127";"3";"-60,2252777778";"0,9755555556";NULL;"Perfil completo";"NA";"A-8";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"128";"128";"3";"-59,4783333333";"0,8586111111";NULL;"Perfil completo";"NA";"A-13";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"129";"129";"3";"-59,4505555556";"0,7494444444";NULL;"Perfil completo";"50,0";"A-4";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"130";"130";"3";"-59,9847222222";"0,9902777778";NULL;"Perfil completo";"NA";"A-10";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"131";"131";"3";"-59,6252777778";"0,7972222222";NULL;"Perfil completo";"NA";"A-12";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"132";"132";"3";"-59,6052777778";"0,9136111111";NULL;"Perfil completo";"NA";"A-3";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"133";"133";"3";"-59,9036111111";"0,8955555556";NULL;"Perfil completo";"NA";"A-15";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"134";"134";"3";"-59,8558333333";"0,9730555556";NULL;"Perfil completo";"NA";"A-7";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"135";"135";"3";"-60,0156944444";"1,0558333333";NULL;"Perfil completo";"NA";"A-5";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"136";"136";"3";"-60,2352777778";"1,1244444444";NULL;"Perfil completo";"NA";"A-20";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"137";"137";"3";"-59,8702777778";"1,0305555556";NULL;"Perfil completo";"NA";"A-2";NULL;NULL;NULL;NULL;NULL;"Trincheira";NULL;"0"
"138";"138";"4";"-52,8718573204";"-26,8578605118";NULL;"Perfil completo";"320,0";"ÁguasFrias-04";NULL;NULL;NULL;NULL;NULL;"Corte de estrada";NULL;"0"
"139";"139";"4";"-52,8563611658";"-26,8579385138";NULL;"Perfil completo";"437,0";"ÁguasFrias-03";NULL;NULL;NULL;NULL;NULL;"Barranco";NULL;"0"
"140";"140";"4";"-52,8733520038";"-26,858183693";NULL;"Perfil completo";"300,0";"ÁguasFrias-05";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"141";"141";"4";"-52,8762299123";"-26,8148393205";NULL;"Perfil completo";"480,0";"ÁguasFrias-07";NULL;NULL;NULL;NULL;NULL;"Barranco";NULL;"0"
"142";"142";"4";"-52,8856885502";"-26,8174394052";NULL;"Perfil completo";"516,0";"ÁguasFrias-09";NULL;NULL;NULL;NULL;NULL;"Barranco";NULL;"0"
"143";"143";"4";"-52,8734232684";"-26,8105530903";NULL;"Perfil completo";"450,0";"ÁguasFrias-06";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"144";"144";"4";"-52,8534361089";"-26,8556752863";NULL;"Perfil completo";"509,0";"ÁguasFrias-01";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"145";"145";"4";"-52,85407004";"-26,8562897621";NULL;"Perfil completo";"496,0";"ÁguasFrias-02";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"146";"146";"4";"-52,8806803375";"-26,8424987219";NULL;"Perfil completo";"387,0";"ÁguasFrias-22";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"147";"147";"4";"-52,8517349073";"-26,8129686718";NULL;"Perfil completo";"575,0";"ÁguasFrias-13";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"148";"148";"4";"-52,8534113109";"-26,809661267";NULL;"Perfil completo";"603,0";"ÁguasFrias-14";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"149";"149";"4";"-52,892850126";"-26,8185983751";NULL;"Perfil completo";"483,0";"ÁguasFrias-19";NULL;NULL;NULL;NULL;NULL;"Corte de estrada";NULL;"0"
"150";"150";"4";"-52,8881129379";"-26,808336069";NULL;"Perfil completo";"530,0";"ÁguasFrias-17";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"151";"151";"4";"-52,8702896295";"-26,8402446752";NULL;"Perfil completo";"478,0";"ÁguasFrias-20";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"152";"152";"4";"-52,8774756797";"-26,7976464779";NULL;"Perfil completo";"655,0";"ÁguasFrias-18";NULL;NULL;NULL;NULL;NULL;"Tradagem";NULL;"0"
"153";"153";"4";"-52,863166936";"-26,8384613078";NULL;"Perfil completo";"380,0";"Águasfrias-12";NULL;NULL;NULL;NULL;NULL;"Barranco";NULL;"0"
