ID;ID_DESCRICAO;ID_PROJETO;LONGITUDE;LATITUDE;FOTO;TIPO_OBSERVACAO;ALTITUDE;IDENTIFICACAO_CAMPO;RELACAO_B_A;COMENTARIO;ESTADO;MUNICIPIO;DATAUM;TIPO_PERFIL;DADO_NOVO;CURADORIA
1;1;1;-46.91666667;-19.66666667;NULL;Perfil completo;1120;AP-21;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
2;2;1;-46.90033132;-19.48364521;NULL;Perfil completo;850;AP-1;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
3;3;1;-46.9;-18.98333333;NULL;Amostra extra;931;E23;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4;4;1;-49.31666667;-19.8;NULL;Amostra extra;1170;E08;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
5;5;1;-46.68333333;-18.5;NULL;Amostra extra;1030;E49;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
6;6;1;-45.8836185;-18.58363211;NULL;Perfil completo;750;AP-5;NULL;NULL;NULL;NULL;NULL;Barranco;NULL;0
7;7;1;-46.08333333;-18.61666667;NULL;Perfil completo;850;AP-29;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
8;8;1;-46.05;-18.68333333;NULL;Perfil completo;770;AP-30;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
9;9;1;-46.16666667;-19.78333333;NULL;Amostra extra;970;E01;NULL;NULL;NULL;NULL;NULL;Barranco;NULL;0
10;10;1;-46.6;-18.66666667;NULL;Amostra extra;870;E50;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
11;11;1;-46.6;-19.55;NULL;Amostra extra;950;E37;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
12;12;1;-46.3;-18.65;NULL;Amostra extra;NA;E70;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
13;13;1;-46.26666667;-18.68333333;NULL;Amostra extra;980;E21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
14;14;1;-46.25;-18.68333333;NULL;Perfil completo;950;AP-26;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
15;15;1;-46.11666667;-18.68333333;NULL;Amostra extra;800;E76;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
16;16;1;-47.36666667;-18.6;NULL;Amostra extra;900;E57;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
17;17;1;-46.55;-19.56666667;NULL;Amostra extra;940;E38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
18;18;1;-46.16666667;-18.88333333;NULL;Amostra extra;960;E17;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
19;19;1;-46.61666667;-18.91666667;NULL;Amostra extra;850;E40;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
20;20;1;-46.6;-19.13333333;NULL;Amostra extra;1208;E43;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
21;21;1;-46.25;-18.93333333;NULL;Amostra extra;1060;E05;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
22;22;1;-46.16666667;-18.98333333;NULL;Amostra extra;1040;E80;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
23;23;1;-45.91666667;-19.2;NULL;Amostra extra;1025;E62;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
24;24;1;-46.03333333;-19.48333333;NULL;Amostra extra;1000;E10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
25;25;1;-46.4;-19.76666667;NULL;Perfil completo;1140;AP-24;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
26;26;1;-45.45;-17.86666667;NULL;Perfil completo;800;AP-9;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
27;27;1;-45.6;-18;NULL;Perfil completo;700;AP-22;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
28;28;1;-46.5;-18.6;NULL;Amostra extra;820;E60;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
29;29;1;-46.33333333;-18.56666667;NULL;Perfil completo;850;AP-16;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
30;30;1;-46.36666667;-19.2;NULL;Amostra extra;850;E39;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
31;31;1;-46.85;-19.38333333;NULL;Amostra extra;900;E44;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
32;32;1;-46.28333333;-18.6;NULL;Perfil completo;960;AP-23;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
33;33;1;-46.85;-19.21666667;NULL;Amostra extra;850;E41;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
34;34;1;-46.05;-18.63333333;NULL;Perfil completo;800;AP-10;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
35;35;1;-45.45;-18.23333333;NULL;Amostra extra;730;E13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
36;36;1;-47.76703435;-18.76696515;NULL;Perfil completo;900;AP-6;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
37;37;1;-47.95;-18.6;NULL;Amostra extra;850;E02;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
38;38;1;-47.21666667;-19.61666667;NULL;Amostra extra;1050;E78;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
39;39;1;-46.98333333;-19.56666667;NULL;Amostra extra;940;E54;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
40;40;1;-47.31666667;-19.63333333;NULL;Amostra extra;1150;E31;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
41;41;1;-47.51666667;-19.65;NULL;Amostra extra;1030;E25;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
42;42;1;-47.3;-19.85;NULL;Amostra extra;1150;E26;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
43;43;1;-47.43333333;-19.85;NULL;Amostra extra;980;E58;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
44;44;1;-46.61666667;-18.8;NULL;Perfil completo;780;AP-11;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
45;45;1;-47.93333333;-19.06666667;NULL;Perfil completo;700;AP-27;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
46;46;1;-47.75;-18.76666667;NULL;Amostra extra;890;E19;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
47;47;1;-47.68333333;-18.91666667;NULL;Amostra extra;960;E28;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
48;48;1;-47.45;-19.36666667;NULL;Amostra extra;1020;E27;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
49;49;1;-47.00033584;-19.5503128;NULL;Perfil completo;820;AP-12;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
50;50;1;-47.78333333;-18.56666667;NULL;Amostra extra;650;E04;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
51;51;1;-47.5;-19.66666667;NULL;Perfil completo;1000;AP-18;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
52;52;1;-47.13333333;-18.31666667;NULL;Amostra extra;750;E46;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
53;53;1;-47.45;-18.66666667;NULL;Amostra extra;800;E15;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
54;54;1;-45.91666667;-17.96666667;NULL;Amostra extra;880;E73;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
55;55;1;-47.38333333;-19.48333333;NULL;Amostra extra;1050;E51;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
56;56;1;-46.95;-19.3;NULL;Amostra extra;900;E06;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
57;57;1;-46.85;-19.18333333;NULL;Amostra extra;850;E69;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
58;58;1;-47.58333333;-19.68333333;NULL;Amostra extra;850;E42;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
59;59;1;-47.73333333;-18.71666667;NULL;Amostra extra;750;E18;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
60;60;1;-46.86666667;-18.85;NULL;Amostra extra;1000;E20;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
61;61;1;-46.26666667;-19.45;NULL;Amostra extra;1070;E65;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
62;62;1;-46.3;-19.43333333;NULL;Amostra extra;1120;E33;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
63;63;1;-46.21696789;-19.41697863;NULL;Perfil completo;1.1;AP-7;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
64;64;1;-47.73333333;-18.71666667;NULL;Amostra extra;920;E63;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
65;65;1;-47.1;-18.4;NULL;Amostra extra;870;E52;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
66;66;1;-46.13333333;-19.25;NULL;Amostra extra;1130;E32;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
67;67;1;-45.41666667;-17.93333333;NULL;Amostra extra;900;E48;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
68;68;1;-43.5;-18.1;NULL;Perfil completo;720;AP-25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
69;69;1;-45.45;-17.88333333;NULL;Amostra extra;900;E47;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
70;70;1;-47.28333333;-19.71666667;NULL;Amostra extra;1140;E66;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
71;71;1;-46.01666667;-19.25;NULL;Perfil completo;1080;AP-8;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
72;72;1;-47.46666667;-18.68333333;NULL;Amostra extra;810;E11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
73;73;1;-47.43333333;-18.56666667;NULL;Amostra extra;870;E16;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
74;74;1;NA;NA;NULL;Amostra extra;NA;E34;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
75;75;1;-45.28761126;-18.18751035;NULL;Perfil completo;660;AP-2;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
76;76;1;-47.06666667;-20.16666667;NULL;Amostra extra;1120;E67;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
77;77;1;-47.68333333;-19.1;NULL;Amostra extra;920;E59;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
78;78;1;-47.28333333;-18.23333333;NULL;Amostra extra;860;E53;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
79;79;1;-46.15;-19.4;NULL;Amostra extra;1190;E29;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
80;80;1;-45.75;-18.23333333;NULL;Amostra extra;760;E75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
81;81;1;-46;-18.4;NULL;Amostra extra;880;E56;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
82;82;1;-47.16666667;-20.76666667;NULL;Amostra extra;1045;E30;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
83;83;1;-47.51666667;-19.18333333;NULL;Amostra extra;1020;E72;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
84;84;1;-45.98333333;-18.4;NULL;Amostra extra;880;E55;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
85;85;1;-47.58333333;-19.01666667;NULL;Perfil completo;1010;AP-20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
86;86;1;-47.6;-18.96666667;NULL;Perfil completo;1000;AP-19;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
87;87;1;NA;NA;NULL;Amostra extra;1260;E71;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
88;88;1;-45.98333333;-19.23333333;NULL;Amostra extra;1090;E61;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
89;89;1;-47.93370883;-19.01696888;NULL;Perfil completo;880;AP-17;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
90;90;1;-47.83333333;-19.03333333;NULL;Perfil completo;900;AP-15;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
91;91;1;-45.91666667;-19.3;NULL;Amostra extra;1000;E79;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
92;92;1;-46.91666667;-18.71666667;NULL;Amostra extra;1130;E68;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
93;93;1;-47.33333333;-19.03333333;NULL;Amostra extra;870;E12;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
94;94;1;-46.23333333;-19.08333333;NULL;Amostra extra;1070;E64;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
95;95;1;-46.96666667;-18.63333333;NULL;Amostra extra;830;E09;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
96;96;1;-47.25;-18.86666667;NULL;Amostra extra;900;E03;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
97;97;1;-46.45;-19.41666667;NULL;Perfil completo;935;AP-13;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
98;98;1;-48.96666667;-19.11666667;NULL;Amostra extra;1090;E45;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
99;99;1;-46.76666667;-18.4;NULL;Amostra extra;890;E74;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
100;100;1;-46.4;-19.7;NULL;Amostra extra;1230;E36;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
101;101;1;-47.13333333;-18.36666667;NULL;Amostra extra;900;E07;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
102;102;1;-47.83370451;-19.03363602;NULL;Perfil completo;900;AP-4;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
103;103;1;-46.40598907;-19.82269708;NULL;Perfil completo;1110;AP-3;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
104;104;1;-46.45;-19.41666667;NULL;Perfil completo;1030;AP-28;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
105;105;1;-46.61666667;-19.56666667;NULL;Perfil completo;983;AP-14;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
106;106;1;-46.38333333;-19.51666667;NULL;Amostra extra;1010;E77;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
107;107;1;-47.61666667;-19.68333333;NULL;Amostra extra;1035;E81;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
108;108;1;-47.58333333;-19.68333333;NULL;Amostra extra;1035;E22;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
109;109;1;-47.58333333;-19.66666667;NULL;Amostra extra;1035;E24;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
110;110;1;-46.13333333;-19.6;NULL;Amostra extra;1180;E35;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
111;111;2;-70.01875;-4.393583333;NULL;Perfil completo;85;Perfil-2;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
112;112;2;-70.01727778;-4.393888889;NULL;Perfil completo;95;Perfil-1;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
113;113;2;-70.01733333;-4.395527778;NULL;Perfil completo;105;Perfil-4;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
114;114;2;-70.01944444;-4.393416667;NULL;Perfil completo;84;Perfil-3;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
115;115;2;NA;NA;NULL;Perfil completo;84;Perfil-6;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
116;116;2;-70.01733333;-4.395527778;NULL;Perfil completo;105;Perfil-5;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
117;117;3;-59.99722222;0.817222222;NULL;Perfil completo;NA;A-1;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
118;118;3;-60.01083333;0.953055556;NULL;Perfil completo;NA;A-19;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
119;119;3;-60.16305556;0.799166667;NULL;Perfil completo;NA;A-6;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
120;120;3;-59.55861111;0.833333333;NULL;Perfil completo;100;A-16;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
121;121;3;-59.40277778;0.873888889;NULL;Perfil completo;60;A-9;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
122;122;3;-59.72833333;0.874722222;NULL;Perfil completo;NA;A-21;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
123;123;3;-59.83333333;0.813611111;NULL;Perfil completo;NA;A-14;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
124;124;3;-59.30277778;0.79;NULL;Perfil completo;NA;A-11;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
125;125;3;-59.32611111;0.737777778;NULL;Perfil completo;NA;A-18;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
126;126;3;-59.77305556;0.946944444;NULL;Perfil completo;NA;A-17;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
127;127;3;-60.22527778;0.975555556;NULL;Perfil completo;NA;A-8;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
128;128;3;-59.47833333;0.858611111;NULL;Perfil completo;NA;A-13;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
129;129;3;-59.45055556;0.749444444;NULL;Perfil completo;50;A-4;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
130;130;3;-59.98472222;0.990277778;NULL;Perfil completo;NA;A-10;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
131;131;3;-59.62527778;0.797222222;NULL;Perfil completo;NA;A-12;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
132;132;3;-59.60527778;0.913611111;NULL;Perfil completo;NA;A-3;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
133;133;3;-59.90361111;0.895555556;NULL;Perfil completo;NA;A-15;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
134;134;3;-59.85583333;0.973055556;NULL;Perfil completo;NA;A-7;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
135;135;3;-60.01569444;1.055833333;NULL;Perfil completo;NA;A-5;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
136;136;3;-60.23527778;1.124444444;NULL;Perfil completo;NA;A-20;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
137;137;3;-59.87027778;1.030555556;NULL;Perfil completo;NA;A-2;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
138;138;4;-52.87185732;-26.85786051;NULL;Perfil completo;320;ÁguasFrias-04;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
139;139;4;-52.85636117;-26.85793851;NULL;Perfil completo;437;ÁguasFrias-03;NULL;NULL;NULL;NULL;NULL;Barranco;NULL;0
140;140;4;-52.873352;-26.85818369;NULL;Perfil completo;300;ÁguasFrias-05;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
141;141;4;-52.87622991;-26.81483932;NULL;Perfil completo;480;ÁguasFrias-07;NULL;NULL;NULL;NULL;NULL;Barranco;NULL;0
142;142;4;-52.88568855;-26.81743941;NULL;Perfil completo;516;ÁguasFrias-09;NULL;NULL;NULL;NULL;NULL;Barranco;NULL;0
143;143;4;-52.87342327;-26.81055309;NULL;Perfil completo;450;ÁguasFrias-06;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
144;144;4;-52.85343611;-26.85567529;NULL;Perfil completo;509;ÁguasFrias-01;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
145;145;4;-52.85407004;-26.85628976;NULL;Perfil completo;496;ÁguasFrias-02;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
146;146;4;-52.88068034;-26.84249872;NULL;Perfil completo;387;ÁguasFrias-22;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
147;147;4;-52.85173491;-26.81296867;NULL;Perfil completo;575;ÁguasFrias-13;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
148;148;4;-52.85341131;-26.80966127;NULL;Perfil completo;603;ÁguasFrias-14;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
149;149;4;-52.89285013;-26.81859838;NULL;Perfil completo;483;ÁguasFrias-19;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
150;150;4;-52.88811294;-26.80833607;NULL;Perfil completo;530;ÁguasFrias-17;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
151;151;4;-52.87028963;-26.84024468;NULL;Perfil completo;478;ÁguasFrias-20;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
152;152;4;-52.87747568;-26.79764648;NULL;Perfil completo;655;ÁguasFrias-18;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
153;153;4;-52.86316694;-26.83846131;NULL;Perfil completo;380;Águasfrias-12;NULL;NULL;NULL;NULL;NULL;Barranco;NULL;0
154;154;4;-52.85257433;-26.81571964;NULL;Perfil completo;557;ÁguasFrias-15;NULL;NULL;NULL;NULL;NULL;Barranco;NULL;0
155;155;5;NULL;NULL;NULL;Perfil completo;NULL;IAC-1-606;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
156;156;6;-45.43472222;-20.53888889;NULL;Amostra extra;NULL;EX-17;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
157;157;6;-45.30055556;-20.27305556;NULL;Amostra extra;1050;EX-31;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
158;158;6;-45.16277778;-20.24861111;NULL;Amostra extra;858;EX-11;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
159;159;6;-45.16944444;-20.37722222;NULL;Amostra extra;1015;EX-35;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
160;160;6;-44.91666667;-20.73138889;NULL;Amostra extra;1003;EX-45;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
161;161;6;-44.85055556;-20.38444444;NULL;Perfil completo;895;P-05;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
162;162;6;-44.85333333;-20.55722222;NULL;Amostra extra;817;EX-44;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
163;163;6;-44.56055556;-21.1725;NULL;Amostra extra;951;EX-38;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
164;164;6;-45.23111111;-20.73166667;NULL;Perfil completo;1081;P-17;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
165;165;6;-44.93416667;-20.85638889;NULL;Amostra extra;1045;EX-47;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
166;166;6;-44.87138889;-20.97472222;NULL;Perfil completo;1024;P-20;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
167;167;6;-44.95527778;-20.88527778;NULL;Amostra extra;1060;EX-46;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
168;168;6;NULL;NULL;NULL;Perfil completo;850;P-07;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
169;169;6;-43.57;-21.16388889;NULL;Perfil completo;889;P-01;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
170;170;6;-43.77944444;-20.91111111;NULL;Perfil completo;1066;P-02;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
171;171;6;-45.24222222;-20.73555556;NULL;Perfil completo;1081;P-18;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
172;172;6;-45.14583333;-20.55388889;NULL;Perfil completo;871;P-03;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
173;173;6;-45.13194444;-20.49638889;NULL;Amostra extra;904;EX-40;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
174;174;6;-45.13777778;-20.53944444;NULL;Amostra extra;877;EX-39;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
175;175;6;-44.22361111;-21.14694444;NULL;Perfil completo;980;P-10;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
176;176;6;-44.33666667;-21.02277778;NULL;Perfil completo;1018;P-09;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
177;177;6;-44.71194444;-20.92416667;NULL;Amostra extra;1100;EX-18;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
178;178;6;-43.93055556;-20.96472222;NULL;Perfil completo;1183;P-08;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
179;179;6;-43.90416667;-20.96972222;NULL;Perfil completo;1157;P-14;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
180;180;6;-45.19555556;-21.02166667;NULL;Amostra extra;845;EX-41;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
181;181;6;-45.21444444;-20.94361111;NULL;Amostra extra;862;EX-13;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
182;182;6;-45.23361111;-21.11222222;NULL;Amostra extra;875;EX-42;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
183;183;6;-45.24916667;-21.06694444;NULL;Perfil completo;909;P-04;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
184;184;6;-44.15027778;-21.285;NULL;Amostra extra;1056;EX-48;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
185;185;6;-44.18138889;-21.28833333;NULL;Amostra extra;1078;EX-50;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
186;186;6;-44.17388889;-21.34555556;NULL;Amostra extra;1106;EX-49;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
187;187;6;-43.66666667;-21.32611111;NULL;Perfil completo;1198;P-16;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
188;188;6;-43.90555556;-21.19666667;NULL;Perfil completo;1000;P-15;NULL;NULL;NULL;NULL;NULL;Trincheira;NULL;0
189;189;6;-44.14861111;-20.93277778;NULL;Perfil completo;1016;P-11;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
190;190;6;-44.18138889;-20.92055556;NULL;Amostra extra;1101;EX-51;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
191;191;6;-44.23888889;-21.08472222;NULL;Amostra extra;1101;EX-53;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
192;192;6;-44.23805556;-21.085;NULL;Amostra extra;NULL;EX-54;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
193;193;6;-44.34805556;-20.84222222;NULL;Amostra extra;1194;EX-19;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
194;194;6;-44.92944444;-20.41666667;NULL;Amostra extra;836;EX-43;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
195;195;6;-44.92583333;-20.39888889;NULL;Perfil completo;858;P-19;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
196;196;6;-44.91388889;-20.59;NULL;Amostra extra;1030;EX-58;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
197;197;6;-44.38694444;-21.22944444;NULL;Perfil completo;1054;P-21;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
198;198;6;-44.15888889;-21.16166667;NULL;Amostra extra;NULL;EX-55;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
199;199;6;NULL;NULL;NULL;Amostra extra;NULL;EX-56;NULL;NULL;NULL;NULL;NULL;Tradagem;NULL;0
200;200;6;NULL;NULL;NULL;Amostra extra;NULL;EX-07;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
201;201;6;-43.84027778;-21.28972222;NULL;Perfil completo;1060;P-12;NULL;NULL;NULL;NULL;NULL;Corte de estrada;NULL;0
