ID;ID_DESCRICAO;ID_PROJETO;LONGITUDE;LATITUDE;FOTO;TIPO_OBSERVACAO;ALTITUDE;IDENTIFICACAO_CAMPO;RELACAO_B_A;COMENTARIO;ESTADO;MUNICIPIO;DATAUM;TIPO_PERFIL;DADO_NOVO;CURADORIA
4397;4397;116;-41.95;-21.61666667;NULL;Amostra extra;100;LR-RIO-137;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4398;4398;116;-41.83333333;-21.83333333;NULL;Amostra extra;990;LR-RIO-138;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4399;4399;116;-42.25687;-21.492869;NULL;Amostra extra;150;LR-RIO-139;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4400;4400;116;-41.53333333;-21.68333333;NULL;Amostra extra;80;LR-RIO-140;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4401;4401;116;-41.55;-21.71666667;NULL;Amostra extra;160;LR-RIO-141;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4402;4402;116;-41.6;-21.73333333;NULL;Amostra extra;80;LR-RIO-142;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4403;4403;116;-41.55;-21.66666667;NULL;Amostra extra;60;LR-RIO-143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4404;4404;116;NULL;NULL;NULL;Amostra extra;290;LR-RIO-144;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4405;4405;116;-42;-21.78333333;NULL;Amostra extra;240;LR-RIO-145;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4406;4406;116;-41.98333333;-21.88333333;NULL;Amostra extra;220;LR-RIO-146;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4407;4407;116;-42.18333333;-21.81666667;NULL;Amostra extra;230;LR-RIO-147;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4408;4408;116;-42.21666667;-21.86666667;NULL;Amostra extra;310;LR-RIO-148;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4409;4409;116;-42.13333333;-21.86666667;NULL;Amostra extra;140;LR-RIO-149;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4410;4410;116;-42.05;-21.78333333;NULL;Amostra extra;110;LR-RIO-150;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4411;4411;116;-42.23333333;-21.9;NULL;Amostra extra;190;LR-RIO-151;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4412;4412;116;NULL;NULL;NULL;Amostra extra;280;LR-RIO-152;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4413;4413;116;-41.73333333;-21.28333333;NULL;Amostra extra;480;LR-RIO-153;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4414;4414;116;-41.71666667;-21.15;NULL;Amostra extra;280;LR-RIO-154;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4415;4415;116;-42.38333333;-21.88333333;NULL;Amostra extra;460;LR-RIO-160;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4416;4416;116;-41.98333333;-21.96666667;NULL;Amostra extra;650;LR-RIO-161;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4417;4417;116;-41.98333333;-21.9;NULL;Amostra extra;180;LR-RIO-162;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4418;4418;116;-41.78333333;-21.88333333;NULL;Amostra extra;20;LR-RIO-163;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4419;4419;116;-41.78333333;-21.95;NULL;Amostra extra;25;LR-RIO-164;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4420;4420;116;-41.91666667;-22.11666667;NULL;Amostra extra;50;LR-RIO-165;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4421;4421;116;-41.86666667;-22.06666667;NULL;Amostra extra;60;LR-RIO-166;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4422;4422;116;-41.76666667;-21.1;NULL;Amostra extra;30;LR-RIO-167;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4423;4423;116;-41.85;-21.21666667;NULL;Amostra extra;15;LR-RIO-168;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4424;4424;116;-41.85;-22.13333333;NULL;Amostra extra;60;LR-RIO-169;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4425;4425;116;-41.808248;-22.354978;NULL;Amostra extra;40;LR-RIO-170;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4426;4426;116;-42;-22.06666667;NULL;Amostra extra;470;LR-RIO-171;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4427;4427;116;-42.08333333;-22.15;NULL;Amostra extra;800;LR-RIO-172;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4428;4428;116;-42.06666667;-22.15;NULL;Amostra extra;490;LR-RIO-173;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4429;4429;116;-42.06666667;-22.01666667;NULL;Amostra extra;520;LR-RIO-174;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4430;4430;116;-42.01666667;-22.33333333;NULL;Amostra extra;90;LR-RIO-175;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4431;4431;116;-42.08333333;-22.38333333;NULL;Amostra extra;80;LR-RIO-176;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4432;4432;116;-42.4;-21.86666667;NULL;Amostra extra;440;LR-RIO-177;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4433;4433;116;-41.96666667;-20.98333333;NULL;Amostra extra;120;LR-RIO-178;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4434;4434;116;-41.93333333;-21.03333333;NULL;Amostra extra;200;LR-RIO-179;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4435;4435;116;-41.81666667;-20.96666667;NULL;Amostra extra;650;LR-RIO-180;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4436;4436;116;-41.86666667;-21.18333333;NULL;Amostra extra;150;LR-RIO-181;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4437;4437;116;-41.8;-21.11666667;NULL;Amostra extra;360;LR-RIO-182;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4438;4438;116;-41.86666667;-21.2;NULL;Amostra extra;NULL;LR-RIO-183;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4439;4439;116;-41.8;-21.16666667;NULL;Amostra extra;170;LR-RIO-184;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4440;4440;116;-41.9;-21.23333333;NULL;Amostra extra;230;LR-RIO-185;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4441;4441;116;-41.9;-21.21666667;NULL;Amostra extra;180;LR-RIO-186;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4442;4442;116;-42;-21.05;NULL;Amostra extra;220;LR-RIO-187;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4443;4443;116;-41.91666667;-21.11666667;NULL;Amostra extra;150;LR-RIO-188;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4444;4444;116;-41.95;-21.2;NULL;Amostra extra;120;LR-RIO-189;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4445;4445;116;-41.85;-20.8;NULL;Amostra extra;760;LR-RIO-190;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4446;4446;116;-41.88333333;-20.98333333;NULL;Amostra extra;520;LR-RIO-191;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4447;4447;116;-42.16666667;-22.06666667;NULL;Amostra extra;NULL;LR-RIO-192;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4448;4448;116;-42.21666667;-22.35;NULL;Amostra extra;360;LR-RIO-194;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4449;4449;116;-42.08333333;-22.38333333;NULL;Amostra extra;50;LR-RIO-195;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4450;4450;116;-42.06666667;-22.05;NULL;Amostra extra;480;LR-RIO-197;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4451;4451;116;-42.06666667;-21.1;NULL;Amostra extra;180;LR-RIO-198;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4452;4452;116;-42.08333333;-21.2;NULL;Amostra extra;180;LR-RIO-199;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4453;4453;116;NULL;NULL;NULL;Amostra extra;140;LR-RIO-200;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4454;4454;116;-42.03333333;-21.91666667;NULL;Amostra extra;140;LR-RIO-201;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4455;4455;116;-42.11666667;-21.26666667;NULL;Amostra extra;100;LR-RIO-202;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4456;4456;116;-41.95;-21.31666667;NULL;Amostra extra;150;LR-RIO-203;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4457;4457;116;-41.88333333;-21.28333333;NULL;Amostra extra;150;LR-RIO-204;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4458;4458;116;-41.93333333;-21.4;NULL;Amostra extra;120;LR-RIO-205;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4459;4459;116;-41.9;-21.41666667;NULL;Amostra extra;150;LR-RIO-206;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4460;4460;116;-41.83333333;-21.38333333;NULL;Amostra extra;250;LR-RIO-207;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4461;4461;116;-41.8;-21.43333333;NULL;Amostra extra;150;LR-RIO-208;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4462;4462;116;-41.75;-21.38333333;NULL;Amostra extra;70;LR-RIO-209;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4463;4463;116;-41.8;-21.26666667;NULL;Amostra extra;120;LR-RIO-211;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4464;4464;116;-41.70833333;-21.23333333;NULL;Amostra extra;90;LR-RIO-212;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4465;4465;116;-41.75;-21.31666667;NULL;Amostra extra;70;LR-RIO-213;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4466;4466;116;-41.68333333;-21.35;NULL;Amostra extra;105;LR-RIO-216;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4467;4467;116;-41.65;-21.36666667;NULL;Amostra extra;80;LR-RIO-217;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4468;4468;116;-41.61666667;-21.36666667;NULL;Amostra extra;80;LR-RIO-218;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4469;4469;116;-41.66666667;-21.45;NULL;Amostra extra;60;LR-RIO-219;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4470;4470;116;-41.58333333;-21.45;NULL;Amostra extra;60;LR-RIO-220;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4471;4471;116;-41.68333333;-21.46666667;NULL;Amostra extra;35;LR-RIO-221;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4472;4472;116;-41.7;-21.43333333;NULL;Amostra extra;45;LR-RIO-222;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4473;4473;116;-41.48333333;-21.23333333;NULL;Amostra extra;80;LR-RIO-223;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4474;4474;116;-41.41666667;-21.21666667;NULL;Amostra extra;85;LR-RIO-224;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4475;4475;116;-41.31666667;-21.23333333;NULL;Amostra extra;85;LR-RIO-226;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4476;4476;116;-41.31666667;-21.21666667;NULL;Amostra extra;80;LR-RIO-227;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4477;4477;116;NULL;NULL;NULL;Amostra extra;NULL;LR-RIO-229;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4478;4478;116;-41.21666667;-21.38333333;NULL;Amostra extra;80;LR-RIO-237;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4479;4479;116;-41.11666667;-21.25;NULL;Amostra extra;30;LR-RIO-239;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4480;4480;116;-41.21666667;-21.31666667;NULL;Amostra extra;70;LR-RIO-240;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4481;4481;116;-41.2;-21.25;NULL;Amostra extra;30;LR-RIO-241;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4482;4482;116;-40.96666667;-21.3;NULL;Amostra extra;15;LR-RIO-242;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4483;4483;116;-41.13333333;-21.36666667;NULL;Amostra extra;20;LR-RIO-243;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4484;4484;116;-42.11666667;-21.7;NULL;Amostra extra;NULL;ER;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4485;4485;116;-42.25;-21.75;NULL;Amostra extra;280;E-Rio-1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4486;4486;116;-42.93333333;-22.45;NULL;Amostra extra;1040;E-Rio-10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4487;4487;116;-42.28333;-21.65;NULL;Amostra extra;150;E-Rio-102;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4488;4488;116;-42.25;-21.7;NULL;Amostra extra;80;E-Rio-106;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4489;4489;116;-42.21666667;-22.55;NULL;Amostra extra;140;E-Rio-107;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4490;4490;116;-42.21666667;-21.61666667;NULL;Amostra extra;210;E-Rio-108;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4491;4491;116;-42.16666667;-21.7;NULL;Amostra extra;50;E-Rio-109;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4492;4492;116;NULL;NULL;NULL;Amostra extra;900;E-Rio-11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4493;4493;116;-42.11666667;-21.7;NULL;Amostra extra;60;E-Rio-110;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4494;4494;116;-42.11666667;-21.7;NULL;Amostra extra;80;E-Rio-112;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4495;4495;116;-42.2;-21.71666667;NULL;Amostra extra;190;E-Rio-113;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4496;4496;116;-42.91666667;-22.31666667;NULL;Amostra extra;860;E-Rio-12;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4497;4497;116;-42.88333333;-22.28333333;NULL;Amostra extra;940;E-Rio-13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4498;4498;116;-42.8;-22.31666667;NULL;Amostra extra;1000;E-Rio-14;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4499;4499;116;-42.76666667;-22.28333333;NULL;Amostra extra;1040;E-Rio-15;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4500;4500;116;-42.93333333;-22.43333333;NULL;Amostra extra;900;E-Rio-16;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4501;4501;116;-42.75;-22.28333333;NULL;Amostra extra;1140;E-Rio-17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4502;4502;116;-42.68333333;-22.3;NULL;Amostra extra;1000;E-Rio-18;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4503;4503;116;-42.5;-22.3;NULL;Amostra extra;1130;E-Rio-19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4504;4504;116;-42.26666667;-21.73333333;NULL;Amostra extra;210;E-Rio-2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4505;4505;116;-42.68333333;-22.38333333;NULL;Amostra extra;960;E-Rio-20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4506;4506;116;-42.56666667;-22.35;NULL;Amostra extra;1220;E-Rio-21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4507;4507;116;-42;-22.43333333;NULL;Amostra extra;1080;E-Rio-22;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4508;4508;116;-42.91666667;-22.28333333;NULL;Amostra extra;785;E-Rio-23;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4509;4509;116;-42.91666667;-22.3;NULL;Amostra extra;840;E-Rio-24;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4510;4510;116;-42.93333333;-22.43333333;NULL;Amostra extra;900;E-Rio-25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4511;4511;116;-42.78333333;-22.3;NULL;Amostra extra;1020;E-Rio-26;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4512;4512;116;-42.8;-22.35;NULL;Amostra extra;990;E-Rio-27;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4513;4513;116;-42.8;-22.31666667;NULL;Amostra extra;430;E-Rio-28;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4514;4514;116;-42.85;-22.38333333;NULL;Amostra extra;900;E-Rio-29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4515;4515;116;-42.86666667;-22.4;NULL;Amostra extra;830;E-Rio-30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4516;4516;116;-42.6;-22.3;NULL;Amostra extra;1000;E-Rio31;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4517;4517;116;-42.8;-22.48333333;NULL;Amostra extra;5;E-Rio32;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4518;4518;116;-42.53333333;-22.55;NULL;Amostra extra;1100;E-Rio33;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4519;4519;116;-42.66666667;-22.33333333;NULL;Amostra extra;1000;E-Rio-34;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4520;4520;116;-42.3;-22.38333333;NULL;Amostra extra;600;E-Rio35;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4521;4521;116;-42.25;-22.28333333;NULL;Amostra extra;1190;E-Rio-36;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4522;4522;116;-42.31666667;-22.26666667;NULL;Amostra extra;700;E-Rio-37;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4523;4523;116;-42.36666667;-22.4;NULL;Amostra extra;800;E-Rio-38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4524;4524;116;-42.65;-22.46666667;NULL;Amostra extra;40;E-Rio-39;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4525;4525;116;-42.38333333;-21.76666667;NULL;Amostra extra;180;E-Rio-4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4526;4526;116;-43.65;-22.38333333;NULL;Amostra extra;530;E-Rio-41;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4527;4527;116;-42.41666667;-22.08333333;NULL;Amostra extra;600;E-Rio-42;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4528;4528;116;-42.26666667;-21.88333333;NULL;Amostra extra;320;E-Rio-43;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4529;4529;116;-42.4;-22.1;NULL;Amostra extra;650;E-Rio-44;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4530;4530;116;-42.28333333;-21.83333333;NULL;Amostra extra;280;E-Rio-45;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4531;4531;116;-42.4;-22;NULL;Amostra extra;460;E-Rio-46;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4532;4532;116;-42.3;-21.96666667;NULL;Amostra extra;280;E-Rio-47;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4533;4533;116;-42.45;-22;NULL;Amostra extra;NULL;E-Rio-48;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4534;4534;116;-42.26666667;-21.96666667;NULL;Amostra extra;250;E-Rio-49;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4535;4535;116;-42.33333333;-21.9;NULL;Amostra extra;510;E-Rio-5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4536;4536;116;-42.31666667;-22.01666667;NULL;Amostra extra;420;E-Rio-50;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4537;4537;116;-42.38333333;-21.81666667;NULL;Amostra extra;360;E-Rio-51;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4538;4538;116;-42.26666667;-22.03333333;NULL;Amostra extra;400;E-Rio-52;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4539;4539;116;-42.41666667;-21.8;NULL;Amostra extra;160;E-Rio-53;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4540;4540;116;-42.31666667;-22.05;NULL;Amostra extra;400;#NOME?;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4541;4541;116;-42.43333333;-21.96666667;NULL;Amostra extra;460;E-Rio-55;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4542;4542;116;-42.31666667;-22.05;NULL;Amostra extra;300;E-Rio-56;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4543;4543;116;-42.51666667;-22.08333333;NULL;Amostra extra;670;E-Rio-57;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4544;4544;116;-42.3;-22.05;NULL;Amostra extra;280;E-Rio-58;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4545;4545;116;-42.733607;-21.909039;NULL;Amostra extra;160;E-Rio-59;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4546;4546;116;NULL;NULL;NULL;Amostra extra;550;E-Rio-6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4547;4547;116;-42.3;-22.06666667;NULL;Amostra extra;450;E-Rio-60;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4548;4548;116;-42.68333333;-21.98333333;NULL;Amostra extra;260;E-Rio-61;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4549;4549;116;-42.38333333;-22.43333333;NULL;Amostra extra;650;E-Rio62;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4550;4550;116;-42.58333333;-22;NULL;Amostra extra;470;E-Rio-63;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4551;4551;116;-42.45;-22.11666667;NULL;Amostra extra;550;E-Rio-64;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4552;4552;116;-42.55;-21.95;NULL;Amostra extra;700;E-Rio-65;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4553;4553;116;NULL;NULL;NULL;Amostra extra;200;E-Rio-66;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4554;4554;116;-42.56666667;-21.83333333;NULL;Amostra extra;130;E-Rio-67;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4555;4555;116;-42.96666667;-22.08333333;NULL;Amostra extra;480;E-Rio-68;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4556;4556;116;-42.81666667;-22.11666667;NULL;Amostra extra;980;E-Rio-69;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4557;4557;116;-42.28333333;-21.91666667;NULL;Amostra extra;260;E-Rio-7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4558;4558;116;-42.76666667;-22.05;NULL;Amostra extra;390;E-Rio-70;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4559;4559;116;-42.78333333;-22.68333333;NULL;Amostra extra;50;E-Rio-71;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4560;4560;116;NULL;NULL;NULL;Amostra extra;30;E-Rio-72;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4561;4561;116;-42.25;-21.86666667;NULL;Amostra extra;400;E-Rio-8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4562;4562;116;-42.96666667;-22.46666667;NULL;Amostra extra;940;E-Rio-9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4563;4563;116;-42.31666667;-21.56;NULL;Amostra extra;NULL;E-Rio-97;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4564;4564;116;-42.3;-21.55;NULL;Amostra extra;120;E-Rio-98;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4565;4565;116;-41.55777778;-21.79;NULL;Perfil  parcial;10;NH03P;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4566;4566;116;-41.55;-21.78333333;NULL;Amostra extra;25;NH1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4567;4567;116;-41.58638889;-21.73388889;NULL;Amostra extra;80;NH10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4568;4568;116;-41.60055556;-21.72027778;NULL;Amostra extra;80;NH11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4569;4569;116;-41.57472222;-21.73083333;NULL;Amostra extra;170;NH12;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4570;4570;116;-41.60972222;-21.80444444;NULL;Perfil completo;35;NH12P;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4571;4571;116;-41.57166667;-21.73388889;NULL;Amostra extra;110;NH13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4572;4572;116;-41.60972222;-21.71583333;NULL;Amostra extra;70;NH14;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4573;4573;116;-41.65638889;-21.81166667;NULL;Perfil  parcial;170;NH14P;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4574;4574;116;-41.57361111;-21.70138889;NULL;Amostra extra;65;NH15;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4575;4575;116;-41.57;-21.69583333;NULL;Amostra extra;60;NH16;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4576;4576;116;-41.60861111;-21.71027778;NULL;Amostra extra;60;NH17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4577;4577;116;-41.58583333;-21.71666667;NULL;Amostra extra;50;NH18;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4578;4578;116;-41.57638889;-21.72277778;NULL;Amostra extra;65;NH19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4579;4579;116;-41.5875;-21.77416667;NULL;Amostra extra;70;NH2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4580;4580;116;-41.60555556;-21.72222222;NULL;Amostra extra;60;NH20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4581;4581;116;-41.56388889;-21.72583333;NULL;Amostra extra;55;NH21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4582;4582;116;-41.57861111;-21.78166667;NULL;Perfil  parcial;35;NH2P;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4583;4583;116;-41.57805556;-21.77833333;NULL;Amostra extra;80;NH3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4584;4584;116;-41.5675;-21.69694444;NULL;Perfil  parcial;70;NH3P;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4585;4585;116;-41.55666667;-21.78611111;NULL;Amostra extra;35;NH4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4586;4586;116;-41.58694444;-21.73583333;NULL;Perfil  parcial;85;NH4P;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4587;4587;116;-41.56555556;-21.72;NULL;Perfil  parcial;55;NH6P;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4588;4588;116;-41.59305556;-21.78444444;NULL;Amostra extra;40;NH7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
4589;4589;116;-41.58888889;-21.715;NULL;Perfil  parcial;55;NH7P;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0
