Data;REGIAO;ESTADO;CODIGO;NOME;LATITUDE;LONGITUDE;ALTITUDE;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);RADIACAO GLOBAL (KJ/m²);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);VENTO, VELOCIDADE HORARIA (m/s)
2019-01-01;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1871.9071428571428;34.3;23.6;87.0;45.0;1.9875
2019-01-02;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;7.200000000000001;1405.4428571428573;32.9;22.9;95.0;52.0;2.3458333333333337
2019-01-03;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;2104.864285714286;35.3;23.2;93.0;38.0;2.8249999999999997
2019-01-04;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.6000000000000001;1639.642857142857;35.9;24.5;85.0;36.0;2.125
2019-01-05;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;28.8;839.8315789473683;29.8;21.4;96.0;61.0;2.654166666666667
2019-01-06;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1269.4857142857145;31.9;22.9;95.0;51.0;2.6
2019-01-07;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;25.6;481.63571428571424;29.6;22.7;95.0;67.0;2.791666666666666
2019-01-08;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.2;1664.8666666666663;33.2;22.3;96.0;47.0;2.5625
2019-01-09;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;7.0;1652.3857142857146;34.9;20.4;89.0;41.0;2.233333333333333
2019-01-10;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;14.4;1756.4400000000005;34.4;18.2;96.0;43.0;2.283333333333333
2019-01-11;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1432.7294117647064;33.6;21.2;91.0;41.0;2.2833333333333337
2019-01-12;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;16.8;1081.2055555555555;32.1;20.9;94.0;53.0;2.4791666666666665
2019-01-13;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1962.892857142857;34.1;22.7;93.0;40.0;2.1750000000000003
2019-01-14;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;2036.038461538462;35.8;23.6;89.0;32.0;2.069565217391304
2019-01-15;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1862.75;35.6;24.8;85.0;40.0;2.0291666666666672
2019-01-16;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;2070.1142857142854;36.2;23.9;89.0;33.0;1.9333333333333336
2019-01-17;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;2033.1571428571428;36.8;24.3;88.0;32.0;1.875
2019-01-18;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;19.0;1260.7142857142856;33.7;22.4;96.0;46.0;3.058333333333333
2019-01-19;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;6.8;559.3500000000001;27.8;22.0;95.0;68.0;2.15
2019-01-20;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;18.4;1361.9642857142858;30.3;21.7;96.0;58.0;1.9708333333333328
2019-01-21;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;2071.0000000000005;34.5;22.7;93.0;40.0;1.679166666666667
2019-01-22;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;2007.6857142857148;37.3;24.0;89.0;32.0;1.3708333333333331
2019-01-23;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;2066.514285714285;38.1;27.1;72.0;26.0;1.6541666666666668
2019-01-24;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1317.428571428571;33.7;25.3;81.0;43.0;2.25
2019-01-25;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1856.7857142857144;35.1;22.7;91.0;42.0;1.8458333333333328
2019-01-26;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1675.8142857142857;33.8;24.1;87.0;45.0;2.35
2019-01-27;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;2055.0714285714284;32.9;21.7;95.0;40.0;2.9166666666666665
2019-01-28;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.2;1732.9571428571433;33.4;21.3;90.0;41.0;3.5083333333333333
2019-01-29;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1992.5357142857144;35.8;21.8;87.0;32.0;1.4958333333333331
2019-01-30;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1794.2857142857142;36.1;23.7;88.0;33.0;1.5750000000000002
2019-01-31;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1494.2714285714285;37.1;22.8;87.0;29.0;1.4583333333333333
2019-02-01;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;2000.9214285714288;38.3;24.9;70.0;25.0;1.5208333333333333
2019-02-02;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1816.135714285714;35.7;25.2;77.0;31.0;3.1608695652173906
2019-02-03;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1867.7428571428572;35.7;22.1;91.0;33.0;3.0291666666666663
2019-02-04;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1662.4153846153845;34.9;22.9;88.0;37.0;2.813043478260869
2019-02-05;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;27.2;1550.4857142857145;31.9;19.9;95.0;48.0;2.5043478260869563
2019-02-06;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.2;1691.6466666666663;33.0;20.8;92.0;41.0;1.8291666666666668
2019-02-07;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1714.2428571428572;33.6;21.9;87.0;44.0;1.7249999999999996
2019-02-08;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1394.2928571428572;34.1;23.8;79.0;42.0;1.3
2019-02-09;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1980.1;36.8;23.2;88.0;30.0;1.558333333333333
2019-02-10;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;10.2;943.1999999999998;35.0;22.1;96.0;43.0;1.3333333333333333
2019-02-11;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1731.9571428571428;34.3;22.7;95.0;47.0;2.525
2019-02-12;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;19.8;430.46;30.3;21.1;96.0;59.0;2.566666666666667
2019-02-13;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;2.8000000000000003;879.3384615384615;29.8;21.6;93.0;65.0;2.247826086956522
2019-02-14;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;648.0684210526317;28.7;22.1;90.0;66.0;2.0125
2019-02-15;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.8;897.6357142857144;30.8;22.6;96.0;54.0;2.8375000000000004
2019-02-16;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1946.8285714285716;31.7;20.3;86.0;37.0;2.6333333333333337
2019-02-17;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;1.6;1290.1928571428573;31.1;21.0;86.0;32.0;2.0625000000000004
2019-02-18;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.4;738.8499999999999;30.1;20.2;94.0;50.0;1.8166666666666669
2019-02-19;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;9.4;410.8473684210527;25.3;19.9;95.0;74.0;1.7166666666666666
2019-02-20;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1679.5285714285717;33.4;20.2;96.0;39.0;1.7083333333333333
2019-02-21;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1948.4785714285715;34.3;21.6;95.0;36.0;1.6166666666666665
2019-02-22;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1950.6285714285716;34.4;22.0;87.0;39.0;1.7458333333333331
2019-02-23;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1715.3285714285714;35.5;23.7;84.0;34.0;2.5708333333333333
2019-02-24;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.8;1832.6214285714289;36.6;23.5;87.0;33.0;2.816666666666668
2019-02-25;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1657.4;35.7;22.8;90.0;37.0;3.3541666666666674
2019-02-26;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;31.8;222.93125;30.3;21.0;96.0;55.0;2.129166666666666
2019-02-27;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;11.999999999999998;702.6133333333331;26.5;20.5;97.0;70.0;1.0333333333333334
2019-02-28;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;9.6;1087.3666666666666;31.3;21.5;97.0;48.0;1.0791666666666668
2019-03-01;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1804.6357142857144;32.5;20.4;89.0;41.0;1.5166666666666666
2019-03-02;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1954.457142857143;33.9;21.6;90.0;33.0;1.7
2019-03-03;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1763.435714285714;33.9;22.7;70.0;31.0;2.0958333333333328
2019-03-04;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1798.7714285714285;33.5;22.0;88.0;46.0;2.3583333333333334
2019-03-05;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1734.1;34.4;22.5;93.0;45.0;2.183333333333334
2019-03-06;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;3.8;1509.2642857142855;34.6;22.9;90.0;45.0;2.216666666666667
2019-03-07;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;1.0;1108.0352941176473;33.1;22.5;92.0;50.0;2.0458333333333334
2019-03-08;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1725.7642857142855;34.4;22.4;92.0;40.0;2.833333333333334
2019-03-09;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;6.6;1229.2785714285717;31.5;22.3;94.0;56.0;2.2875
2019-03-10;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1254.98125;33.0;21.2;95.0;43.0;1.7041666666666666
2019-03-11;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1172.0857142857144;31.7;22.7;92.0;50.0;2.783333333333333
2019-03-12;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;1.2;1053.5428571428572;32.5;22.5;94.0;48.0;2.083333333333333
2019-03-13;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;7.2;1057.485714285714;31.0;21.6;95.0;59.0;1.4958333333333331
2019-03-14;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;8.8;1241.9785714285713;32.0;21.4;100.0;54.0;1.9666666666666668
2019-03-15;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;5.6;876.7500000000001;28.2;22.3;96.0;68.0;1.8875
2019-03-16;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;1.0;788.6923076923077;27.4;20.7;95.0;74.0;1.4125
2019-03-17;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;14.2;847.3999999999999;31.4;22.5;95.0;60.0;2.0541666666666667
2019-03-18;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;4.8;432.5733333333334;26.1;21.3;96.0;71.0;2.416666666666666
2019-03-19;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;1.0;1105.969230769231;31.8;21.1;97.0;58.0;1.6874999999999998
2019-03-20;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;36.0;262.4846153846154;24.4;19.6;100.0;79.0;1.9125
2019-03-21;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1127.7076923076922;29.1;19.4;95.0;56.0;1.9041666666666663
2019-03-22;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;3.2;1168.788888888889;29.3;18.9;94.0;47.0;2.11304347826087
2019-03-23;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1820.5461538461536;30.9;20.1;91.0;45.0;1.9791666666666663
2019-03-24;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1758.4153846153845;32.1;21.0;79.0;35.0;1.4666666666666666
2019-03-25;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1746.538461538462;33.3;22.6;72.0;33.0;1.433333333333333
2019-03-26;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1717.0230769230768;33.7;21.2;82.0;33.0;2.4208333333333334
2019-03-27;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1661.076923076923;33.5;20.4;74.0;40.0;2.9458333333333324
2019-03-28;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;2078.7272727272725;32.5;21.6;87.0;46.0;2.721739130434783
2019-03-29;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1784.1692307692306;31.4;20.9;87.0;46.0;2.7375000000000003
2019-03-30;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1918.5666666666664;32.1;20.2;88.0;41.0;2.35
2019-03-31;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1384.746153846154;30.9;20.1;81.0;41.0;1.8083333333333336
2019-04-01;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1107.3923076923077;31.4;21.5;86.0;42.0;1.7708333333333337
2019-04-02;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;588.8846153846154;28.5;23.1;83.0;56.0;2.095833333333333
2019-04-03;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;11.4;868.35;31.3;21.9;95.0;52.0;1.5000000000000002
2019-04-04;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.2;1095.2882352941176;32.9;22.3;94.0;48.0;2.1208333333333336
2019-04-05;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;25.4;840.3307692307693;31.5;21.5;97.0;57.0;2.5083333333333333
2019-04-06;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;2.0;417.978947368421;23.5;19.1;96.0;80.0;2.454166666666667
2019-04-07;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.2;606.5666666666667;25.9;18.7;95.0;61.0;2.395833333333333
2019-04-08;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.2;1737.7249999999997;27.6;15.7;96.0;43.0;2.0333333333333337
2019-04-09;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1856.9666666666665;30.0;18.0;92.0;39.0;1.820833333333333
2019-04-10;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1747.6916666666666;30.1;18.8;91.0;42.0;2.229166666666667
2019-04-11;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1787.6916666666666;30.5;19.1;88.0;39.0;1.7333333333333334
2019-04-12;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1599.1000000000004;31.5;20.4;83.0;37.0;1.7875
2019-04-13;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.4;891.5916666666667;30.5;21.0;80.0;56.0;1.5166666666666666
2019-04-14;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.2;936.753846153846;30.9;21.4;95.0;54.0;1.7583333333333335
2019-04-15;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1220.9083333333333;31.5;22.0;94.0;51.0;2.0333333333333337
2019-04-16;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1367.5999999999997;32.0;21.8;87.0;44.0;1.5291666666666668
2019-04-17;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1724.6583333333335;31.9;20.9;91.0;31.0;2.316666666666667
2019-04-18;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1547.5583333333332;32.7;19.3;77.0;35.0;1.975
2019-04-19;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1594.716666666667;33.9;20.8;82.0;36.0;1.25
2019-04-20;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1568.408333333333;34.9;21.3;77.0;35.0;2.1708333333333334
2019-04-21;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.2;1010.8;32.9;22.0;88.0;43.0;2.458333333333333
2019-04-22;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;12.4;937.523076923077;27.2;19.5;96.0;62.0;2.0541666666666667
2019-04-23;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1333.1166666666666;31.8;21.3;94.0;49.0;1.2416666666666667
2019-04-24;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1600.425;32.0;21.4;92.0;45.0;1.75
2019-04-25;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1572.3833333333334;33.8;21.8;87.0;38.0;1.675
2019-04-26;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1214.5916666666665;33.2;22.0;91.0;46.0;1.3583333333333332
2019-04-27;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.6;1255.7;33.5;21.4;95.0;42.0;2.025
2019-04-28;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1077.95;29.2;20.5;94.0;55.0;2.516666666666666
2019-04-29;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1052.7499999999998;28.6;19.3;92.0;53.0;1.8208333333333333
2019-04-30;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1282.575;31.5;20.2;87.0;48.0;1.604166666666667
2019-05-01;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;10.6;462.7000000000001;25.8;20.6;96.0;68.0;2.3666666666666667
2019-05-02;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1065.675;28.0;18.8;97.0;61.0;1.1958333333333333
2019-05-03;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;6.0;431.5461538461538;28.3;21.2;96.0;67.0;1.9916666666666665
2019-05-04;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1165.7333333333331;30.2;19.8;94.0;49.0;1.8916666666666668
2019-05-05;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1354.7833333333333;32.2;20.9;91.0;49.0;1.6583333333333334
2019-05-06;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1278.366666666667;33.2;22.8;90.0;44.0;1.425
2019-05-07;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1242.7166666666667;32.9;22.7;87.0;41.0;1.583333333333333
2019-05-08;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1405.8;30.8;21.5;90.0;53.0;2.287499999999999
2019-05-09;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1377.2666666666669;30.7;20.4;86.0;51.0;2.725
2019-05-10;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;2.0;1367.1916666666664;33.2;20.8;91.0;46.0;2.6375
2019-05-11;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1021.975;32.3;21.3;92.0;46.0;3.125
2019-05-12;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;830.6666666666666;27.2;19.8;97.0;61.0;1.6958333333333335
2019-05-13;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;1.0;297.68;23.8;17.4;95.0;75.0;2.4208333333333334
2019-05-14;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1065.4583333333333;20.5;11.9;90.0;56.0;3.545833333333333
2019-05-15;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1006.2769230769228;24.1;12.9;92.0;54.0;2.645833333333333
2019-05-16;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;918.5916666666666;25.9;16.8;88.0;54.0;3.0625
2019-05-17;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1000.4583333333331;26.3;17.0;90.0;58.0;2.804166666666667
2019-05-18;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1388.8000000000002;28.4;16.6;93.0;46.0;2.6041666666666665
2019-05-19;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1291.2416666666666;29.1;16.8;94.0;38.0;1.6125
2019-05-20;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1370.7083333333333;30.1;16.8;92.0;35.0;1.716666666666666
2019-05-21;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1356.9333333333334;30.6;16.9;82.0;33.0;1.9125
2019-05-22;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;823.3384615384616;30.3;17.7;79.0;39.0;1.4833333333333332
2019-05-23;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;3.8;242.0684210526316;25.4;18.8;95.0;66.0;2.3291666666666666
2019-05-24;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;1.4;775.61;20.7;14.8;95.0;40.0;3.7416666666666663
2019-05-25;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1323.0583333333332;22.4;11.0;94.0;49.0;1.8291666666666668
2019-05-26;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1396.425;26.7;11.4;95.0;36.0;2.083333333333333
2019-05-27;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1160.2;31.6;16.0;79.0;41.0;2.2
2019-05-28;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;3.2;743.0166666666668;30.2;20.5;86.0;56.0;2.1375
2019-05-29;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.2;1030.0461538461536;31.5;20.6;98.0;51.0;1.7999999999999998
2019-05-30;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1134.6833333333334;32.9;21.6;91.0;41.0;2.075
2019-05-31;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1112.5083333333332;31.4;19.8;88.0;46.0;3.5041666666666664
2019-06-01;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;9.8;701.157142857143;29.8;21.3;96.0;54.0;1.9875
2019-06-02;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;2.0;331.0714285714286;23.9;18.6;97.0;73.0;2.2791666666666672
2019-06-03;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;24.2;271.9764705882353;20.1;16.1;96.0;82.0;2.458333333333333
2019-06-04;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;893.2312499999999;24.2;15.1;97.0;54.0;2.2416666666666663
2019-06-05;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1426.7583333333334;23.3;12.1;89.0;39.0;3.0375
2019-06-06;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.2;1381.7666666666669;26.0;12.4;96.0;37.0;2.204166666666666
2019-06-07;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1326.7916666666667;29.5;14.2;79.0;33.0;1.5750000000000002
2019-06-08;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1072.0166666666669;29.2;17.3;82.0;31.0;1.925
2019-06-09;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1319.3166666666668;27.3;16.8;72.0;36.0;2.3125
2019-06-10;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1298.091666666667;28.1;14.8;85.0;42.0;2.516666666666667
2019-06-11;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1411.5454545454545;31.2;17.1;79.0;24.0;2.2583333333333333
2019-06-12;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1273.175;30.9;18.3;83.0;35.0;2.5416666666666674
2019-06-13;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1284.8;31.3;17.9;70.0;30.0;2.3833333333333333
2019-06-14;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;917.6636363636364;30.2;18.8;80.0;37.0;1.8208333333333329
2019-06-15;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1234.5666666666664;31.3;18.6;71.0;31.0;2.433333333333333
2019-06-16;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1273.9;31.2;19.2;77.0;31.0;2.3000000000000003
2019-06-17;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1273.6916666666668;30.0;19.2;78.0;31.0;2.145833333333333
2019-06-18;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1394.3727272727274;29.6;15.7;79.0;30.0;1.8708333333333331
2019-06-19;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1210.6250000000002;30.5;16.6;79.0;29.0;1.7541666666666664
2019-06-20;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;991.7833333333334;29.2;18.5;84.0;40.0;2.083333333333333
2019-06-21;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1224.15;30.2;18.6;83.0;33.0;2.1625
2019-06-22;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1278.4083333333333;29.8;16.3;88.0;30.0;2.0750000000000006
2019-06-23;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1316.05;29.6;16.7;83.0;27.0;2.1750000000000003
2019-06-24;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1327.5583333333332;30.2;15.2;77.0;27.0;2.433333333333333
2019-06-25;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1254.658333333333;30.8;15.7;75.0;26.0;3.2916666666666665
2019-06-26;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;4.0;159.37142857142857;24.7;14.3;96.0;44.0;1.9916666666666665
2019-06-27;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;3.0;232.88181818181815;20.6;13.0;100.0;90.0;2.3208333333333337
2019-06-28;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.2;1194.5666666666666;30.4;17.6;96.0;36.0;2.933333333333333
2019-06-29;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1270.8916666666669;32.1;19.4;76.0;31.0;2.858333333333333
2019-06-30;CO;MS;A709;IVINHEMA;-22.300421;-53.822895;377.36;0.0;1283.0833333333333;32.7;18.5;76.0;30.0;2.191666666666666
